Distribution of neutrino fluxes in the BP00 standard solar model model.

astro-ph/0010346

Columns in the Table below represent:

1) Radius of the zone in units of one solar radius
2) Temperature in units of 10^6 deg (K)
3) Logarithm (to the base 10) of the electron density in units of
   cm^{-3}/N_A, where N_A is the Avogadro number
4) Mass of the zone with the given radius in units of one solar mass
5) X(^7Be): beryllium-7 mass fraction
   [For special purposes, it is useful to know the 7^Be mass fraction.]
6) Fraction of pp neutrinos produced in the zone
7) Fraction of boron 8 neutrinos produced in the zone
8) Fraction of nitrogen 13 neutrinos produced in the zone
9) Fraction of oxygen 15 neutrinos produced in the zone
10) Fraction of florine 17 neutrinos produced in the zone
11) Fraction of beryllium 7 neutrinos produced in the zone
12) Fraction of pep neutrinos produced in the zone
13) Fraction of hep neutrinos produced in the zone

The integrated fluxes given in Table7 of BP00 are listed below:


 5.95E+00 1.400E-02 9.3E-07 4.77E-01 5.05E-04 5.48E-02 4.80E-02 5.63E-04

The Table begins here.
0.04793 14.952 1.960 4.982E-04 1.174E-11 3.082E-03 1.427E-02 1.153E-02 1.317E-02 1.368E-02 9.608E-03 4.391E-03 1.576E-03
0.04872 14.929 1.958 5.217E-04 1.157E-11 3.223E-03 1.443E-02 1.170E-02 1.336E-02 1.386E-02 9.892E-03 4.576E-03 1.658E-03
0.04952 14.906 1.957 5.463E-04 1.140E-11 3.369E-03 1.458E-02 1.185E-02 1.354E-02 1.403E-02 1.017E-02 4.768E-03 1.743E-03
0.05034 14.882 1.955 5.720E-04 1.123E-11 3.521E-03 1.471E-02 1.200E-02 1.371E-02 1.418E-02 1.046E-02 4.967E-03 1.834E-03
0.05118 14.857 1.953 5.990E-04 1.105E-11 3.680E-03 1.483E-02 1.214E-02 1.386E-02 1.432E-02 1.075E-02 5.173E-03 1.930E-03
0.05203 14.831 1.951 6.272E-04 1.086E-11 3.845E-03 1.492E-02 1.226E-02 1.400E-02 1.445E-02 1.103E-02 5.385E-03 2.029E-03
0.05290 14.805 1.950 6.567E-04 1.068E-11 4.017E-03 1.499E-02 1.237E-02 1.413E-02 1.455E-02 1.131E-02 5.606E-03 2.134E-03
0.05378 14.778 1.948 6.877E-04 1.049E-11 4.195E-03 1.504E-02 1.246E-02 1.424E-02 1.464E-02 1.160E-02 5.833E-03 2.245E-03
0.05468 14.750 1.946 7.086E-04 1.030E-11 4.311E-03 1.483E-02 1.234E-02 1.410E-02 1.447E-02 1.168E-02 5.970E-03 2.323E-03
0.05557 14.722 1.944 7.163E-04 1.011E-11 4.346E-03 1.434E-02 1.199E-02 1.370E-02 1.403E-02 1.155E-02 5.995E-03 2.359E-03
0.05645 14.695 1.942 7.217E-04 9.923E-12 4.366E-03 1.383E-02 1.162E-02 1.327E-02 1.357E-02 1.139E-02 6.000E-03 2.386E-03
0.05731 14.668 1.940 7.270E-04 9.740E-12 4.385E-03 1.333E-02 1.126E-02 1.286E-02 1.312E-02 1.122E-02 6.003E-03 2.413E-03
0.05815 14.640 1.938 7.324E-04 9.558E-12 4.405E-03 1.285E-02 1.090E-02 1.246E-02 1.268E-02 1.105E-02 6.006E-03 2.440E-03
0.05898 14.614 1.936 7.378E-04 9.379E-12 4.423E-03 1.238E-02 1.057E-02 1.208E-02 1.226E-02 1.089E-02 6.009E-03 2.466E-03
0.05980 14.587 1.935 7.433E-04 9.207E-12 4.442E-03 1.194E-02 1.024E-02 1.170E-02 1.186E-02 1.073E-02 6.011E-03 2.492E-03
0.06061 14.560 1.933 7.487E-04 9.037E-12 4.460E-03 1.151E-02 9.930E-03 1.135E-02 1.147E-02 1.057E-02 6.013E-03 2.519E-03
0.06141 14.534 1.931 7.542E-04 8.868E-12 4.477E-03 1.110E-02 9.627E-03 1.100E-02 1.110E-02 1.041E-02 6.014E-03 2.545E-03
0.06219 14.508 1.929 7.597E-04 8.706E-12 4.494E-03 1.071E-02 9.337E-03 1.067E-02 1.073E-02 1.026E-02 6.015E-03 2.571E-03
0.06297 14.481 1.927 7.653E-04 8.541E-12 4.511E-03 1.032E-02 9.052E-03 1.034E-02 1.038E-02 1.011E-02 6.015E-03 2.596E-03
0.06374 14.456 1.925 7.709E-04 8.387E-12 4.528E-03 9.954E-03 8.781E-03 1.003E-02 1.005E-02 9.965E-03 6.015E-03 2.623E-03
0.06450 14.430 1.924 7.765E-04 8.229E-12 4.544E-03 9.596E-03 8.518E-03 9.730E-03 9.720E-03 9.816E-03 6.015E-03 2.648E-03
0.06525 14.404 1.922 7.821E-04 8.077E-12 4.560E-03 9.254E-03 8.263E-03 9.439E-03 9.405E-03 9.672E-03 6.014E-03 2.674E-03
0.06599 14.378 1.920 7.878E-04 7.922E-12 4.576E-03 8.919E-03 8.012E-03 9.156E-03 9.100E-03 9.523E-03 6.013E-03 2.698E-03
0.06673 14.353 1.918 7.935E-04 7.777E-12 4.591E-03 8.602E-03 7.772E-03 8.883E-03 8.805E-03 9.385E-03 6.011E-03 2.724E-03
0.06746 14.327 1.916 7.993E-04 7.629E-12 4.606E-03 8.291E-03 7.544E-03 8.617E-03 8.520E-03 9.242E-03 6.009E-03 2.748E-03
0.06818 14.302 1.915 8.051E-04 7.485E-12 4.621E-03 7.993E-03 7.318E-03 8.360E-03 8.244E-03 9.105E-03 6.007E-03 2.773E-03
0.06890 14.277 1.913 8.109E-04 7.347E-12 4.636E-03 7.709E-03 7.099E-03 8.111E-03 7.978E-03 8.971E-03 6.004E-03 2.799E-03
0.06961 14.252 1.911 8.168E-04 7.206E-12 4.650E-03 7.429E-03 6.887E-03 7.871E-03 7.719E-03 8.834E-03 6.001E-03 2.823E-03
0.07032 14.227 1.909 8.227E-04 7.073E-12 4.664E-03 7.164E-03 6.684E-03 7.636E-03 7.469E-03 8.705E-03 5.998E-03 2.849E-03
0.07102 14.202 1.908 8.287E-04 6.937E-12 4.678E-03 6.904E-03 6.484E-03 7.410E-03 7.228E-03 8.572E-03 5.994E-03 2.873E-03
0.07171 14.177 1.906 8.348E-04 6.806E-12 4.691E-03 6.655E-03 6.293E-03 7.191E-03 6.994E-03 8.443E-03 5.990E-03 2.898E-03
0.07241 14.152 1.904 8.409E-04 6.675E-12 4.705E-03 6.414E-03 6.105E-03 6.978E-03 6.767E-03 8.314E-03 5.986E-03 2.922E-03
0.07309 14.127 1.902 8.470E-04 6.548E-12 4.718E-03 6.182E-03 5.925E-03 6.770E-03 6.548E-03 8.189E-03 5.981E-03 2.947E-03
0.07377 14.103 1.901 8.532E-04 6.423E-12 4.731E-03 5.957E-03 5.750E-03 6.570E-03 6.336E-03 8.065E-03 5.977E-03 2.971E-03
0.07445 14.078 1.899 8.595E-04 6.300E-12 4.743E-03 5.742E-03 5.580E-03 6.375E-03 6.131E-03 7.943E-03 5.971E-03 2.996E-03
0.07513 14.053 1.897 8.658E-04 6.179E-12 4.756E-03 5.532E-03 5.415E-03 6.186E-03 5.931E-03 7.822E-03 5.966E-03 3.020E-03
0.07580 14.029 1.895 8.721E-04 6.058E-12 4.768E-03 5.329E-03 5.254E-03 6.002E-03 5.738E-03 7.700E-03 5.960E-03 3.044E-03
0.07647 14.004 1.894 8.786E-04 5.941E-12 4.780E-03 5.134E-03 5.099E-03 5.824E-03 5.551E-03 7.582E-03 5.954E-03 3.068E-03
0.07713 13.980 1.892 8.851E-04 5.824E-12 4.792E-03 4.945E-03 4.947E-03 5.651E-03 5.370E-03 7.464E-03 5.948E-03 3.092E-03
0.07779 13.955 1.890 8.917E-04 5.711E-12 4.804E-03 4.763E-03 4.800E-03 5.483E-03 5.194E-03 7.349E-03 5.941E-03 3.116E-03
0.07845 13.931 1.888 8.983E-04 5.600E-12 4.815E-03 4.588E-03 4.657E-03 5.320E-03 5.025E-03 7.237E-03 5.935E-03 3.141E-03
0.07911 13.906 1.887 9.050E-04 5.490E-12 4.827E-03 4.419E-03 4.518E-03 5.161E-03 4.860E-03 7.125E-03 5.928E-03 3.166E-03
0.07976 13.882 1.885 9.118E-04 5.381E-12 4.838E-03 4.254E-03 4.382E-03 5.008E-03 4.701E-03 7.013E-03 5.920E-03 3.189E-03
0.08041 13.858 1.883 9.186E-04 5.275E-12 4.849E-03 4.096E-03 4.251E-03 4.858E-03 4.546E-03 6.903E-03 5.913E-03 3.213E-03
0.08106 13.833 1.881 9.256E-04 5.171E-12 4.859E-03 3.944E-03 4.123E-03 4.713E-03 4.396E-03 6.796E-03 5.905E-03 3.238E-03
0.08171 13.809 1.880 9.326E-04 5.067E-12 4.870E-03 3.796E-03 4.001E-03 4.571E-03 4.251E-03 6.689E-03 5.897E-03 3.262E-03
0.08235 13.785 1.878 9.397E-04 4.967E-12 4.881E-03 3.654E-03 3.881E-03 4.434E-03 4.110E-03 6.584E-03 5.889E-03 3.287E-03
0.08299 13.760 1.876 9.468E-04 4.866E-12 4.891E-03 3.516E-03 3.763E-03 4.301E-03 3.974E-03 6.479E-03 5.880E-03 3.311E-03
0.08363 13.736 1.874 9.541E-04 4.768E-12 4.901E-03 3.383E-03 3.651E-03 4.172E-03 3.842E-03 6.376E-03 5.872E-03 3.335E-03
0.08427 13.712 1.873 9.614E-04 4.672E-12 4.911E-03 3.256E-03 3.540E-03 4.046E-03 3.714E-03 6.276E-03 5.863E-03 3.360E-03
0.08491 13.688 1.871 9.689E-04 4.577E-12 4.921E-03 3.132E-03 3.434E-03 3.923E-03 3.589E-03 6.175E-03 5.853E-03 3.384E-03
0.08555 13.663 1.869 9.764E-04 4.484E-12 4.930E-03 3.012E-03 3.329E-03 3.804E-03 3.469E-03 6.076E-03 5.844E-03 3.408E-03
0.08618 13.639 1.867 9.840E-04 4.391E-12 4.940E-03 2.897E-03 3.227E-03 3.689E-03 3.352E-03 5.977E-03 5.835E-03 3.432E-03
0.08682 13.615 1.866 9.917E-04 4.301E-12 4.949E-03 2.785E-03 3.130E-03 3.577E-03 3.240E-03 5.880E-03 5.825E-03 3.456E-03
0.08745 13.590 1.864 9.995E-04 4.212E-12 4.959E-03 2.678E-03 3.033E-03 3.467E-03 3.130E-03 5.785E-03 5.815E-03 3.480E-03
0.08808 13.566 1.862 1.007E-03 4.125E-12 4.968E-03 2.575E-03 2.941E-03 3.361E-03 3.024E-03 5.692E-03 5.805E-03 3.505E-03
0.08872 13.542 1.860 1.015E-03 4.038E-12 4.977E-03 2.474E-03 2.850E-03 3.258E-03 2.921E-03 5.598E-03 5.794E-03 3.529E-03
0.08935 13.517 1.858 1.024E-03 3.954E-12 4.985E-03 2.378E-03 2.763E-03 3.158E-03 2.821E-03 5.506E-03 5.784E-03 3.554E-03
0.08998 13.493 1.857 1.032E-03 3.871E-12 4.994E-03 2.285E-03 2.678E-03 3.060E-03 2.725E-03 5.416E-03 5.773E-03 3.579E-03
0.09061 13.469 1.855 1.040E-03 3.789E-12 5.003E-03 2.195E-03 2.594E-03 2.966E-03 2.631E-03 5.327E-03 5.762E-03 3.603E-03
0.09124 13.444 1.853 1.049E-03 3.709E-12 5.011E-03 2.109E-03 2.514E-03 2.873E-03 2.541E-03 5.239E-03 5.751E-03 3.629E-03
0.09186 13.420 1.851 1.057E-03 3.630E-12 5.019E-03 2.025E-03 2.434E-03 2.783E-03 2.453E-03 5.152E-03 5.739E-03 3.653E-03
0.09249 13.395 1.849 1.066E-03 3.552E-12 5.027E-03 1.945E-03 2.359E-03 2.697E-03 2.367E-03 5.065E-03 5.727E-03 3.678E-03
0.09312 13.371 1.848 1.075E-03 3.475E-12 5.036E-03 1.867E-03 2.285E-03 2.612E-03 2.285E-03 4.980E-03 5.716E-03 3.703E-03
0.09375 13.346 1.846 1.084E-03 3.400E-12 5.043E-03 1.792E-03 2.212E-03 2.530E-03 2.205E-03 4.897E-03 5.704E-03 3.728E-03
0.09438 13.322 1.844 1.093E-03 3.326E-12 5.051E-03 1.720E-03 2.143E-03 2.450E-03 2.128E-03 4.814E-03 5.692E-03 3.753E-03
0.09501 13.297 1.842 1.102E-03 3.253E-12 5.059E-03 1.650E-03 2.075E-03 2.372E-03 2.053E-03 4.732E-03 5.679E-03 3.778E-03
0.09564 13.272 1.840 1.111E-03 3.182E-12 5.067E-03 1.583E-03 2.008E-03 2.296E-03 1.980E-03 4.652E-03 5.667E-03 3.804E-03
0.09627 13.248 1.838 1.121E-03 3.111E-12 5.074E-03 1.518E-03 1.944E-03 2.223E-03 1.909E-03 4.571E-03 5.654E-03 3.828E-03
0.09690 13.223 1.837 1.130E-03 3.042E-12 5.081E-03 1.456E-03 1.882E-03 2.151E-03 1.841E-03 4.493E-03 5.641E-03 3.854E-03
0.09753 13.198 1.835 1.140E-03 2.974E-12 5.089E-03 1.396E-03 1.820E-03 2.082E-03 1.775E-03 4.415E-03 5.628E-03 3.880E-03
0.09816 13.173 1.833 1.150E-03 2.907E-12 5.096E-03 1.338E-03 1.762E-03 2.014E-03 1.711E-03 4.339E-03 5.615E-03 3.906E-03
0.09879 13.149 1.831 1.160E-03 2.841E-12 5.103E-03 1.282E-03 1.705E-03 1.949E-03 1.649E-03 4.263E-03 5.601E-03 3.931E-03
0.09943 13.124 1.829 1.171E-03 2.777E-12 5.110E-03 1.228E-03 1.648E-03 1.885E-03 1.589E-03 4.188E-03 5.588E-03 3.957E-03
0.10006 13.099 1.827 1.181E-03 2.713E-12 5.116E-03 1.176E-03 1.594E-03 1.824E-03 1.531E-03 4.114E-03 5.574E-03 3.983E-03
0.10070 13.074 1.825 1.192E-03 2.651E-12 5.123E-03 1.127E-03 1.542E-03 1.763E-03 1.475E-03 4.042E-03 5.560E-03 4.010E-03
0.10133 13.048 1.823 1.202E-03 2.590E-12 5.130E-03 1.079E-03 1.490E-03 1.705E-03 1.421E-03 3.970E-03 5.546E-03 4.036E-03
0.10197 13.023 1.821 1.213E-03 2.530E-12 5.136E-03 1.032E-03 1.441E-03 1.648E-03 1.368E-03 3.899E-03 5.531E-03 4.063E-03
0.10261 12.998 1.820 1.225E-03 2.470E-12 5.143E-03 9.880E-04 1.393E-03 1.593E-03 1.317E-03 3.829E-03 5.517E-03 4.089E-03
0.10325 12.973 1.818 1.236E-03 2.412E-12 5.149E-03 9.453E-04 1.345E-03 1.539E-03 1.268E-03 3.760E-03 5.502E-03 4.116E-03
0.10389 12.947 1.816 1.247E-03 2.355E-12 5.155E-03 9.041E-04 1.300E-03 1.487E-03 1.220E-03 3.692E-03 5.487E-03 4.143E-03
0.10453 12.922 1.814 1.259E-03 2.299E-12 5.161E-03 8.644E-04 1.256E-03 1.436E-03 1.174E-03 3.624E-03 5.472E-03 4.170E-03
0.10518 12.896 1.812 1.271E-03 2.243E-12 5.168E-03 8.263E-04 1.212E-03 1.387E-03 1.129E-03 3.558E-03 5.457E-03 4.197E-03
0.10582 12.870 1.810 1.283E-03 2.189E-12 5.173E-03 7.896E-04 1.171E-03 1.340E-03 1.086E-03 3.492E-03 5.442E-03 4.225E-03
0.10647 12.845 1.808 1.296E-03 2.136E-12 5.179E-03 7.544E-04 1.130E-03 1.293E-03 1.044E-03 3.428E-03 5.426E-03 4.252E-03
0.10712 12.819 1.806 1.308E-03 2.083E-12 5.185E-03 7.205E-04 1.090E-03 1.248E-03 1.003E-03 3.363E-03 5.410E-03 4.280E-03
0.10777 12.793 1.804 1.321E-03 2.032E-12 5.191E-03 6.879E-04 1.053E-03 1.205E-03 9.641E-04 3.300E-03 5.394E-03 4.308E-03
0.10843 12.767 1.802 1.334E-03 1.982E-12 5.196E-03 6.567E-04 1.015E-03 1.162E-03 9.263E-04 3.238E-03 5.378E-03 4.336E-03
0.10909 12.741 1.800 1.348E-03 1.932E-12 5.202E-03 6.266E-04 9.792E-04 1.121E-03 8.898E-04 3.177E-03 5.362E-03 4.364E-03
0.10975 12.715 1.798 1.361E-03 1.884E-12 5.207E-03 5.978E-04 9.445E-04 1.081E-03 8.544E-04 3.117E-03 5.346E-03 4.394E-03
0.11041 12.688 1.796 1.375E-03 1.836E-12 5.213E-03 5.701E-04 9.102E-04 1.043E-03 8.202E-04 3.057E-03 5.329E-03 4.423E-03
0.11107 12.662 1.793 1.389E-03 1.789E-12 5.218E-03 5.434E-04 8.776E-04 1.005E-03 7.872E-04 2.998E-03 5.312E-03 4.452E-03
0.11174 12.635 1.791 1.404E-03 1.742E-12 5.223E-03 5.178E-04 8.453E-04 9.684E-04 7.553E-04 2.939E-03 5.295E-03 4.480E-03
0.11241 12.609 1.789 1.419E-03 1.697E-12 5.228E-03 4.933E-04 8.145E-04 9.328E-04 7.245E-04 2.882E-03 5.278E-03 4.510E-03
0.11308 12.582 1.787 1.434E-03 1.653E-12 5.233E-03 4.698E-04 7.842E-04 8.985E-04 6.947E-04 2.825E-03 5.261E-03 4.540E-03
0.11376 12.555 1.785 1.449E-03 1.609E-12 5.238E-03 4.472E-04 7.553E-04 8.651E-04 6.660E-04 2.769E-03 5.243E-03 4.570E-03
0.11444 12.528 1.783 1.465E-03 1.567E-12 5.243E-03 4.256E-04 7.268E-04 8.328E-04 6.382E-04 2.714E-03 5.225E-03 4.601E-03
0.11512 12.501 1.781 1.481E-03 1.525E-12 5.248E-03 4.048E-04 6.991E-04 8.015E-04 6.115E-04 2.659E-03 5.208E-03 4.631E-03
0.11580 12.474 1.778 1.497E-03 1.484E-12 5.253E-03 3.849E-04 6.728E-04 7.711E-04 5.856E-04 2.606E-03 5.189E-03 4.662E-03
0.11649 12.446 1.776 1.514E-03 1.443E-12 5.257E-03 3.659E-04 6.469E-04 7.417E-04 5.607E-04 2.553E-03 5.171E-03 4.694E-03
0.11719 12.419 1.774 1.531E-03 1.404E-12 5.262E-03 3.476E-04 6.217E-04 7.133E-04 5.366E-04 2.501E-03 5.153E-03 4.726E-03
0.11788 12.391 1.772 1.548E-03 1.365E-12 5.267E-03 3.301E-04 5.978E-04 6.856E-04 5.133E-04 2.449E-03 5.134E-03 4.757E-03
0.11858 12.363 1.770 1.566E-03 1.327E-12 5.271E-03 3.133E-04 5.742E-04 6.589E-04 4.910E-04 2.398E-03 5.115E-03 4.789E-03
0.11929 12.335 1.767 1.585E-03 1.289E-12 5.275E-03 2.973E-04 5.514E-04 6.329E-04 4.694E-04 2.348E-03 5.096E-03 4.822E-03
0.12000 12.307 1.765 1.603E-03 1.253E-12 5.280E-03 2.820E-04 5.293E-04 6.078E-04 4.486E-04 2.298E-03 5.077E-03 4.855E-03
0.12071 12.279 1.763 1.623E-03 1.217E-12 5.284E-03 2.673E-04 5.083E-04 5.834E-04 4.285E-04 2.249E-03 5.057E-03 4.888E-03
0.12143 12.250 1.760 1.642E-03 1.182E-12 5.288E-03 2.533E-04 4.876E-04 5.599E-04 4.092E-04 2.201E-03 5.038E-03 4.922E-03
0.12215 12.222 1.758 1.662E-03 1.147E-12 5.292E-03 2.399E-04 4.676E-04 5.370E-04 3.906E-04 2.154E-03 5.018E-03 4.957E-03
0.12288 12.193 1.756 1.683E-03 1.113E-12 5.296E-03 2.270E-04 4.483E-04 5.150E-04 3.726E-04 2.107E-03 4.998E-03 4.991E-03
0.12361 12.164 1.753 1.704E-03 1.081E-12 5.300E-03 2.148E-04 4.296E-04 4.936E-04 3.554E-04 2.061E-03 4.978E-03 5.026E-03
0.12435 12.134 1.751 1.726E-03 1.048E-12 5.304E-03 2.031E-04 4.115E-04 4.730E-04 3.388E-04 2.015E-03 4.957E-03 5.061E-03
0.12509 12.105 1.748 1.748E-03 1.016E-12 5.308E-03 1.920E-04 3.940E-04 4.530E-04 3.228E-04 1.970E-03 4.936E-03 5.097E-03
0.12584 12.075 1.746 1.771E-03 9.851E-13 5.312E-03 1.813E-04 3.771E-04 4.337E-04 3.075E-04 1.926E-03 4.915E-03 5.133E-03
0.12660 12.046 1.743 1.794E-03 9.547E-13 5.316E-03 1.712E-04 3.611E-04 4.150E-04 2.927E-04 1.882E-03 4.894E-03 5.170E-03
0.12736 12.016 1.741 1.818E-03 9.248E-13 5.319E-03 1.615E-04 3.453E-04 3.969E-04 2.784E-04 1.839E-03 4.873E-03 5.208E-03
0.12813 11.985 1.738 1.843E-03 8.956E-13 5.323E-03 1.523E-04 3.306E-04 3.795E-04 2.648E-04 1.797E-03 4.851E-03 5.245E-03
0.12890 11.955 1.736 1.868E-03 8.669E-13 5.327E-03 1.435E-04 3.165E-04 3.627E-04 2.517E-04 1.755E-03 4.829E-03 5.283E-03
0.12968 11.924 1.733 1.894E-03 8.390E-13 5.330E-03 1.351E-04 3.032E-04 3.464E-04 2.391E-04 1.714E-03 4.807E-03 5.323E-03
0.13047 11.893 1.730 1.921E-03 8.116E-13 5.333E-03 1.271E-04 2.909E-04 3.307E-04 2.270E-04 1.673E-03 4.785E-03 5.362E-03
0.13126 11.862 1.728 1.949E-03 7.848E-13 5.337E-03 1.195E-04 2.799E-04 3.155E-04 2.153E-04 1.633E-03 4.762E-03 5.402E-03
0.13206 11.831 1.725 1.977E-03 7.586E-13 5.340E-03 1.123E-04 2.700E-04 3.009E-04 2.042E-04 1.593E-03 4.740E-03 5.443E-03
0.13287 11.799 1.722 2.007E-03 7.330E-13 5.343E-03 1.055E-04 2.620E-04 2.868E-04 1.935E-04 1.554E-03 4.716E-03 5.485E-03
0.13369 11.767 1.719 2.037E-03 7.077E-13 5.347E-03 9.896E-05 2.564E-04 2.732E-04 1.833E-04 1.515E-03 4.693E-03 5.525E-03
0.13452 11.735 1.717 2.068E-03 6.834E-13 5.350E-03 9.281E-05 2.535E-04 2.600E-04 1.734E-04 1.478E-03 4.669E-03 5.569E-03
0.13535 11.702 1.714 2.100E-03 6.592E-13 5.353E-03 8.692E-05 2.539E-04 2.473E-04 1.640E-04 1.440E-03 4.645E-03 5.611E-03
0.13619 11.669 1.711 2.133E-03 6.358E-13 5.355E-03 8.136E-05 2.589E-04 2.351E-04 1.550E-04 1.403E-03 4.621E-03 5.655E-03
0.13705 11.636 1.708 2.167E-03 6.131E-13 5.358E-03 7.611E-05 2.692E-04 2.233E-04 1.464E-04 1.367E-03 4.596E-03 5.701E-03
0.13791 11.603 1.705 2.202E-03 5.910E-13 5.361E-03 7.114E-05 2.862E-04 2.119E-04 1.382E-04 1.332E-03 4.571E-03 5.749E-03
0.13878 11.569 1.702 2.239E-03 5.691E-13 5.363E-03 6.640E-05 3.111E-04 2.009E-04 1.303E-04 1.296E-03 4.546E-03 5.794E-03
0.13966 11.535 1.699 2.276E-03 5.477E-13 5.366E-03 6.192E-05 3.457E-04 1.903E-04 1.227E-04 1.261E-03 4.520E-03 5.840E-03
0.14056 11.500 1.696 2.315E-03 5.269E-13 5.368E-03 5.769E-05 3.914E-04 1.801E-04 1.155E-04 1.227E-03 4.494E-03 5.888E-03
0.14146 11.465 1.693 2.355E-03 5.067E-13 5.370E-03 5.370E-05 4.500E-04 1.702E-04 1.087E-04 1.193E-03 4.467E-03 5.937E-03
0.14238 11.430 1.689 2.397E-03 4.869E-13 5.372E-03 4.993E-05 5.233E-04 1.606E-04 1.021E-04 1.160E-03 4.440E-03 5.987E-03
0.14330 11.394 1.686 2.440E-03 4.677E-13 5.373E-03 4.637E-05 6.127E-04 1.514E-04 9.585E-05 1.127E-03 4.413E-03 6.038E-03
0.14424 11.358 1.683 2.484E-03 4.489E-13 5.375E-03 4.302E-05 7.200E-04 1.424E-04 8.989E-05 1.095E-03 4.385E-03 6.089E-03
0.14520 11.322 1.680 2.530E-03 4.305E-13 5.376E-03 3.985E-05 8.463E-04 1.337E-04 8.420E-05 1.063E-03 4.356E-03 6.141E-03
0.14616 11.285 1.676 2.578E-03 4.125E-13 5.377E-03 3.687E-05 9.923E-04 1.253E-04 7.879E-05 1.031E-03 4.327E-03 6.193E-03
0.14714 11.248 1.673 2.628E-03 3.952E-13 5.378E-03 3.408E-05 1.159E-03 1.172E-04 7.365E-05 1.000E-03 4.298E-03 6.249E-03
0.14814 11.210 1.669 2.680E-03 3.783E-13 5.378E-03 3.146E-05 1.344E-03 1.093E-04 6.877E-05 9.699E-04 4.268E-03 6.305E-03
0.14915 11.171 1.665 2.733E-03 3.620E-13 5.379E-03 2.900E-05 1.549E-03 1.016E-04 6.413E-05 9.402E-04 4.237E-03 6.364E-03
0.15018 11.133 1.662 2.789E-03 3.457E-13 5.379E-03 2.668E-05 1.773E-03 9.426E-05 5.974E-05 9.100E-04 4.206E-03 6.418E-03
0.15122 11.093 1.658 2.847E-03 3.302E-13 5.379E-03 2.452E-05 2.010E-03 8.713E-05 5.557E-05 8.812E-04 4.174E-03 6.479E-03
0.15228 11.053 1.654 2.908E-03 3.150E-13 5.378E-03 2.249E-05 2.261E-03 8.026E-05 5.161E-05 8.523E-04 4.142E-03 6.538E-03
0.15336 11.013 1.650 2.972E-03 3.004E-13 5.378E-03 2.062E-05 2.520E-03 7.366E-05 4.788E-05 8.246E-04 4.110E-03 6.604E-03
0.15446 10.972 1.646 3.038E-03 2.861E-13 5.378E-03 1.885E-05 2.784E-03 6.732E-05 4.435E-05 7.968E-04 4.077E-03 6.667E-03
0.15558 10.930 1.642 3.108E-03 2.722E-13 5.378E-03 1.721E-05 3.048E-03 6.127E-05 4.102E-05 7.694E-04 4.043E-03 6.732E-03
0.15671 10.888 1.638 3.181E-03 2.587E-13 5.377E-03 1.568E-05 3.308E-03 5.550E-05 3.787E-05 7.428E-04 4.009E-03 6.802E-03
0.15788 10.844 1.634 3.258E-03 2.457E-13 5.377E-03 1.426E-05 3.557E-03 5.003E-05 3.491E-05 7.165E-04 3.975E-03 6.873E-03
0.15906 10.801 1.629 3.339E-03 2.329E-13 5.377E-03 1.294E-05 3.793E-03 4.487E-05 3.213E-05 6.904E-04 3.940E-03 6.943E-03
0.16027 10.756 1.625 3.424E-03 2.206E-13 5.377E-03 1.172E-05 4.008E-03 4.002E-05 2.951E-05 6.652E-04 3.904E-03 7.020E-03
0.16151 10.711 1.620 3.514E-03 2.087E-13 5.377E-03 1.059E-05 4.200E-03 3.550E-05 2.705E-05 6.401E-04 3.869E-03 7.097E-03
0.16278 10.664 1.616 3.610E-03 1.972E-13 5.378E-03 9.545E-06 4.362E-03 3.131E-05 2.475E-05 6.157E-04 3.832E-03 7.179E-03
0.16407 10.617 1.611 3.711E-03 1.860E-13 5.378E-03 8.585E-06 4.498E-03 2.745E-05 2.259E-05 5.918E-04 3.796E-03 7.265E-03
0.16540 10.569 1.606 3.819E-03 1.752E-13 5.380E-03 7.696E-06 4.597E-03 2.392E-05 2.057E-05 5.681E-04 3.759E-03 7.352E-03
0.16676 10.520 1.601 3.933E-03 1.648E-13 5.381E-03 6.883E-06 4.658E-03 2.071E-05 1.869E-05 5.450E-04 3.721E-03 7.446E-03
0.16816 10.469 1.595 4.055E-03 1.547E-13 5.383E-03 6.136E-06 4.686E-03 1.782E-05 1.694E-05 5.224E-04 3.683E-03 7.544E-03
0.16959 10.418 1.590 4.186E-03 1.450E-13 5.385E-03 5.453E-06 4.677E-03 1.524E-05 1.530E-05 5.001E-04 3.644E-03 7.646E-03
0.17107 10.365 1.584 4.326E-03 1.356E-13 5.388E-03 4.827E-06 4.628E-03 1.296E-05 1.378E-05 4.781E-04 3.605E-03 7.751E-03
0.17260 10.311 1.578 4.477E-03 1.265E-13 5.391E-03 4.258E-06 4.547E-03 1.096E-05 1.237E-05 4.566E-04 3.564E-03 7.863E-03
0.17417 10.255 1.572 4.639E-03 1.178E-13 5.394E-03 3.741E-06 4.432E-03 9.219E-06 1.107E-05 4.356E-04 3.523E-03 7.983E-03
0.17580 10.198 1.566 4.814E-03 1.094E-13 5.397E-03 3.272E-06 4.286E-03 7.721E-06 9.863E-06 4.148E-04 3.481E-03 8.107E-03
0.17748 10.140 1.559 5.003E-03 1.014E-13 5.401E-03 2.848E-06 4.112E-03 6.442E-06 8.752E-06 3.944E-04 3.437E-03 8.237E-03
