 Distribution of neutrino fluxes in the BS05(AGS,OP) standard solar model model.

astro-ph/0412440

The cumulative neutrino fluxes from Table 1 of BS05(AGS,OP) are given in the row below.
 
 6.058E+00 1.453E-02 8.254E-07 4.338E-01 4.508E-04 2.007E-02 1.445E-02 3.254E-04 

 
Columns in the Table below represent:

1) Radius of the zone in units of one solar radius
2) Temperature in units of 10^6 deg (K)
3) Logarithm (to the base 10) of the electron density in units of
  cm^{-3}/N_A, where N_A is the Avogadro number
4) Mass of the zone with the given radius in units of one solar mass 
5) X(^7Be): beryllium-7 mass fraction
  [For special purposes, it is useful to know the 7^Be mass fraction.]
6) Fraction of pp neutrinos produced in the zone 
7) Fraction of boron 8 neutrinos produced in the zone
8) Fraction of nitrogen 13 neutrinos produced in the zone
9) Fraction of oxygen 15 neutrinos produced in the zone
10) Fraction of florine 17 neutrinos produced in the zone
11) Fraction of beryllium 7 neutrinos produced in the zone
12) Fraction of pep neutrinos produced in the zone
13) Fraction of hep neutrinos produced in the zone
 
 0.05533 14.567 1.948 3.304e-04 9.063e-12 2.027e-03 6.693e-03 4.655e-03 6.460e-03 6.564e-03 5.361e-03 2.778e-03 1.116e-03 
 0.05574 14.555 1.947 3.344e-04 8.984e-12 2.048e-03 6.637e-03 4.630e-03 6.426e-03 6.519e-03 5.370e-03 2.802e-03 1.131e-03 
 0.05615 14.543 1.946 3.384e-04 8.906e-12 2.069e-03 6.580e-03 4.604e-03 6.390e-03 6.473e-03 5.378e-03 2.826e-03 1.146e-03 
 0.05656 14.530 1.945 3.424e-04 8.827e-12 2.090e-03 6.521e-03 4.577e-03 6.352e-03 6.426e-03 5.385e-03 2.850e-03 1.161e-03 
 0.05697 14.518 1.944 3.464e-04 8.749e-12 2.111e-03 6.461e-03 4.549e-03 6.314e-03 6.378e-03 5.391e-03 2.874e-03 1.176e-03 
 0.05738 14.505 1.943 3.504e-04 8.670e-12 2.132e-03 6.401e-03 4.521e-03 6.274e-03 6.328e-03 5.395e-03 2.897e-03 1.191e-03 
 0.05779 14.493 1.942 3.545e-04 8.592e-12 2.153e-03 6.339e-03 4.492e-03 6.234e-03 6.278e-03 5.399e-03 2.920e-03 1.207e-03 
 0.05820 14.480 1.941 3.585e-04 8.514e-12 2.174e-03 6.276e-03 4.462e-03 6.192e-03 6.226e-03 5.402e-03 2.943e-03 1.222e-03 
 0.05861 14.467 1.941 3.626e-04 8.436e-12 2.195e-03 6.212e-03 4.431e-03 6.149e-03 6.174e-03 5.404e-03 2.965e-03 1.237e-03 
 0.05902 14.455 1.940 3.666e-04 8.358e-12 2.215e-03 6.148e-03 4.399e-03 6.106e-03 6.121e-03 5.404e-03 2.988e-03 1.253e-03 
 0.05943 14.442 1.939 3.707e-04 8.280e-12 2.236e-03 6.082e-03 4.367e-03 6.061e-03 6.066e-03 5.404e-03 3.010e-03 1.268e-03 
 0.05984 14.429 1.938 3.747e-04 8.202e-12 2.256e-03 6.016e-03 4.334e-03 6.015e-03 6.011e-03 5.403e-03 3.032e-03 1.284e-03 
 0.06025 14.416 1.937 3.788e-04 8.125e-12 2.276e-03 5.949e-03 4.300e-03 5.968e-03 5.955e-03 5.400e-03 3.053e-03 1.299e-03 
 0.06066 14.403 1.936 3.828e-04 8.048e-12 2.296e-03 5.881e-03 4.266e-03 5.921e-03 5.897e-03 5.397e-03 3.074e-03 1.315e-03 
 0.06107 14.390 1.935 3.869e-04 7.971e-12 2.316e-03 5.812e-03 4.231e-03 5.873e-03 5.840e-03 5.393e-03 3.095e-03 1.330e-03 
 0.06148 14.377 1.934 3.910e-04 7.894e-12 2.336e-03 5.743e-03 4.196e-03 5.823e-03 5.782e-03 5.388e-03 3.116e-03 1.346e-03 
 0.06189 14.364 1.933 3.951e-04 7.817e-12 2.356e-03 5.674e-03 4.160e-03 5.773e-03 5.723e-03 5.382e-03 3.136e-03 1.361e-03 
 0.06230 14.351 1.932 3.992e-04 7.741e-12 2.375e-03 5.604e-03 4.123e-03 5.723e-03 5.663e-03 5.375e-03 3.156e-03 1.377e-03 
 0.06270 14.337 1.931 4.032e-04 7.664e-12 2.395e-03 5.533e-03 4.086e-03 5.671e-03 5.603e-03 5.367e-03 3.176e-03 1.392e-03 
 0.06311 14.324 1.930 4.073e-04 7.588e-12 2.414e-03 5.462e-03 4.049e-03 5.619e-03 5.542e-03 5.358e-03 3.195e-03 1.408e-03 
 0.06352 14.311 1.930 4.114e-04 7.513e-12 2.433e-03 5.391e-03 4.011e-03 5.567e-03 5.481e-03 5.348e-03 3.214e-03 1.423e-03 
 0.06393 14.297 1.929 4.155e-04 7.437e-12 2.452e-03 5.319e-03 3.972e-03 5.513e-03 5.419e-03 5.338e-03 3.233e-03 1.439e-03 
 0.06434 14.284 1.928 4.196e-04 7.362e-12 2.471e-03 5.248e-03 3.934e-03 5.460e-03 5.357e-03 5.326e-03 3.252e-03 1.455e-03 
 0.06475 14.270 1.927 4.237e-04 7.287e-12 2.490e-03 5.176e-03 3.894e-03 5.405e-03 5.295e-03 5.314e-03 3.270e-03 1.470e-03 
 0.06516 14.257 1.926 4.278e-04 7.212e-12 2.508e-03 5.103e-03 3.855e-03 5.351e-03 5.232e-03 5.301e-03 3.288e-03 1.486e-03 
 0.06557 14.243 1.925 4.320e-04 7.138e-12 2.527e-03 5.031e-03 3.815e-03 5.296e-03 5.169e-03 5.287e-03 3.306e-03 1.501e-03 
 0.06598 14.230 1.924 4.360e-04 7.064e-12 2.545e-03 4.959e-03 3.775e-03 5.240e-03 5.105e-03 5.272e-03 3.323e-03 1.517e-03 
 0.06639 14.216 1.923 4.401e-04 6.990e-12 2.563e-03 4.886e-03 3.735e-03 5.184e-03 5.042e-03 5.257e-03 3.340e-03 1.532e-03 
 0.06680 14.202 1.922 4.443e-04 6.916e-12 2.581e-03 4.814e-03 3.694e-03 5.127e-03 4.978e-03 5.240e-03 3.357e-03 1.548e-03 
 0.06721 14.189 1.921 4.484e-04 6.843e-12 2.599e-03 4.741e-03 3.653e-03 5.071e-03 4.914e-03 5.223e-03 3.373e-03 1.563e-03 
 0.06762 14.175 1.920 4.525e-04 6.770e-12 2.616e-03 4.669e-03 3.612e-03 5.014e-03 4.850e-03 5.206e-03 3.389e-03 1.579e-03 
 0.06803 14.161 1.919 4.566e-04 6.698e-12 2.634e-03 4.596e-03 3.571e-03 4.956e-03 4.786e-03 5.187e-03 3.405e-03 1.594e-03 
 0.06844 14.147 1.918 4.607e-04 6.625e-12 2.651e-03 4.524e-03 3.530e-03 4.899e-03 4.722e-03 5.168e-03 3.420e-03 1.610e-03 
 0.06885 14.133 1.917 4.648e-04 6.554e-12 2.668e-03 4.452e-03 3.488e-03 4.841e-03 4.658e-03 5.148e-03 3.435e-03 1.625e-03 
 0.06926 14.119 1.916 4.689e-04 6.482e-12 2.685e-03 4.381e-03 3.446e-03 4.784e-03 4.593e-03 5.127e-03 3.450e-03 1.640e-03 
 0.06967 14.105 1.915 4.730e-04 6.411e-12 2.701e-03 4.309e-03 3.404e-03 4.725e-03 4.529e-03 5.106e-03 3.464e-03 1.656e-03 
 0.07008 14.091 1.914 4.772e-04 6.340e-12 2.718e-03 4.238e-03 3.363e-03 4.668e-03 4.465e-03 5.084e-03 3.478e-03 1.671e-03 
 0.07049 14.077 1.913 4.813e-04 6.270e-12 2.734e-03 4.167e-03 3.321e-03 4.609e-03 4.401e-03 5.061e-03 3.492e-03 1.686e-03 
 0.07090 14.063 1.912 4.854e-04 6.200e-12 2.750e-03 4.097e-03 3.279e-03 4.551e-03 4.337e-03 5.038e-03 3.505e-03 1.702e-03 
 0.07131 14.049 1.911 4.895e-04 6.130e-12 2.766e-03 4.026e-03 3.237e-03 4.493e-03 4.274e-03 5.014e-03 3.518e-03 1.717e-03 
 0.07172 14.035 1.910 4.936e-04 6.061e-12 2.782e-03 3.957e-03 3.195e-03 4.435e-03 4.210e-03 4.989e-03 3.530e-03 1.732e-03 
 0.07213 14.020 1.909 4.977e-04 5.992e-12 2.797e-03 3.887e-03 3.153e-03 4.376e-03 4.147e-03 4.964e-03 3.543e-03 1.747e-03 
 0.07254 14.006 1.908 5.018e-04 5.924e-12 2.812e-03 3.818e-03 3.111e-03 4.318e-03 4.084e-03 4.939e-03 3.555e-03 1.762e-03 
 0.07295 13.992 1.907 5.059e-04 5.856e-12 2.827e-03 3.750e-03 3.069e-03 4.260e-03 4.021e-03 4.913e-03 3.566e-03 1.777e-03 
 0.07336 13.977 1.906 5.100e-04 5.788e-12 2.842e-03 3.682e-03 3.027e-03 4.202e-03 3.958e-03 4.886e-03 3.577e-03 1.792e-03 
 0.07377 13.963 1.905 5.141e-04 5.721e-12 2.857e-03 3.614e-03 2.985e-03 4.144e-03 3.896e-03 4.859e-03 3.588e-03 1.807e-03 
 0.07418 13.949 1.904 5.182e-04 5.655e-12 2.871e-03 3.547e-03 2.944e-03 4.086e-03 3.834e-03 4.831e-03 3.599e-03 1.822e-03 
 0.07459 13.934 1.903 5.223e-04 5.588e-12 2.885e-03 3.481e-03 2.902e-03 4.029e-03 3.772e-03 4.803e-03 3.609e-03 1.837e-03 
 0.07500 13.920 1.902 5.264e-04 5.522e-12 2.899e-03 3.415e-03 2.861e-03 3.971e-03 3.711e-03 4.774e-03 3.619e-03 1.852e-03 
 0.07541 13.905 1.901 5.305e-04 5.457e-12 2.913e-03 3.350e-03 2.820e-03 3.914e-03 3.650e-03 4.745e-03 3.628e-03 1.866e-03 
 0.07582 13.890 1.899 5.345e-04 5.392e-12 2.927e-03 3.286e-03 2.779e-03 3.857e-03 3.590e-03 4.715e-03 3.637e-03 1.881e-03 
 0.07623 13.876 1.898 5.386e-04 5.328e-12 2.940e-03 3.222e-03 2.738e-03 3.800e-03 3.530e-03 4.685e-03 3.646e-03 1.896e-03 
 0.07664 13.861 1.897 5.427e-04 5.264e-12 2.953e-03 3.158e-03 2.697e-03 3.744e-03 3.470e-03 4.654e-03 3.654e-03 1.910e-03 
 0.07705 13.847 1.896 5.468e-04 5.200e-12 2.966e-03 3.096e-03 2.656e-03 3.687e-03 3.411e-03 4.623e-03 3.663e-03 1.925e-03 
 0.07746 13.832 1.895 5.508e-04 5.137e-12 2.978e-03 3.034e-03 2.616e-03 3.631e-03 3.352e-03 4.592e-03 3.670e-03 1.939e-03 
 0.07787 13.817 1.894 5.549e-04 5.074e-12 2.991e-03 2.973e-03 2.576e-03 3.576e-03 3.294e-03 4.561e-03 3.678e-03 1.953e-03 
 0.07828 13.802 1.893 5.589e-04 5.012e-12 3.003e-03 2.912e-03 2.536e-03 3.520e-03 3.236e-03 4.529e-03 3.685e-03 1.968e-03 
 0.07869 13.787 1.892 5.630e-04 4.950e-12 3.015e-03 2.852e-03 2.496e-03 3.465e-03 3.179e-03 4.496e-03 3.691e-03 1.982e-03 
 0.07910 13.773 1.891 5.671e-04 4.889e-12 3.027e-03 2.793e-03 2.457e-03 3.411e-03 3.122e-03 4.464e-03 3.698e-03 1.996e-03 
 0.07951 13.758 1.890 5.711e-04 4.828e-12 3.038e-03 2.735e-03 2.418e-03 3.357e-03 3.066e-03 4.431e-03 3.703e-03 2.010e-03 
 0.07992 13.743 1.889 5.751e-04 4.768e-12 3.049e-03 2.677e-03 2.379e-03 3.303e-03 3.010e-03 4.397e-03 3.709e-03 2.024e-03 
 0.08033 13.728 1.888 5.792e-04 4.708e-12 3.060e-03 2.620e-03 2.340e-03 3.249e-03 2.955e-03 4.364e-03 3.714e-03 2.038e-03 
 0.08074 13.713 1.887 5.832e-04 4.649e-12 3.071e-03 2.564e-03 2.302e-03 3.196e-03 2.900e-03 4.330e-03 3.719e-03 2.051e-03 
 0.08115 13.698 1.886 5.872e-04 4.590e-12 3.082e-03 2.509e-03 2.264e-03 3.143e-03 2.846e-03 4.296e-03 3.724e-03 2.065e-03 
 0.08156 13.683 1.884 5.912e-04 4.532e-12 3.092e-03 2.454e-03 2.226e-03 3.091e-03 2.793e-03 4.262e-03 3.728e-03 2.079e-03 
 0.08197 13.668 1.883 5.953e-04 4.473e-12 3.102e-03 2.400e-03 2.189e-03 3.039e-03 2.740e-03 4.227e-03 3.732e-03 2.092e-03 
 0.08238 13.653 1.882 5.993e-04 4.416e-12 3.112e-03 2.347e-03 2.152e-03 2.988e-03 2.688e-03 4.193e-03 3.735e-03 2.106e-03 
 0.08279 13.638 1.881 6.033e-04 4.359e-12 3.122e-03 2.295e-03 2.115e-03 2.937e-03 2.636e-03 4.158e-03 3.739e-03 2.119e-03 
 0.08320 13.623 1.880 6.073e-04 4.303e-12 3.131e-03 2.243e-03 2.079e-03 2.886e-03 2.585e-03 4.122e-03 3.741e-03 2.132e-03 
 0.08361 13.607 1.879 6.112e-04 4.247e-12 3.140e-03 2.192e-03 2.043e-03 2.836e-03 2.535e-03 4.087e-03 3.744e-03 2.145e-03 
 0.08402 13.592 1.878 6.152e-04 4.192e-12 3.149e-03 2.143e-03 2.007e-03 2.787e-03 2.485e-03 4.052e-03 3.746e-03 2.158e-03 
 0.08443 13.577 1.877 6.192e-04 4.137e-12 3.157e-03 2.093e-03 1.972e-03 2.738e-03 2.436e-03 4.016e-03 3.748e-03 2.171e-03 
 0.08484 13.562 1.876 6.232e-04 4.082e-12 3.166e-03 2.045e-03 1.937e-03 2.689e-03 2.387e-03 3.980e-03 3.749e-03 2.184e-03 
 0.08525 13.547 1.875 6.271e-04 4.028e-12 3.174e-03 1.997e-03 1.902e-03 2.641e-03 2.339e-03 3.945e-03 3.751e-03 2.197e-03 
 0.08566 13.531 1.873 6.311e-04 3.975e-12 3.182e-03 1.951e-03 1.868e-03 2.594e-03 2.292e-03 3.909e-03 3.751e-03 2.209e-03 
 0.08607 13.516 1.872 6.350e-04 3.922e-12 3.189e-03 1.905e-03 1.834e-03 2.547e-03 2.245e-03 3.873e-03 3.752e-03 2.222e-03 
 0.08648 13.501 1.871 6.390e-04 3.869e-12 3.197e-03 1.859e-03 1.801e-03 2.500e-03 2.199e-03 3.837e-03 3.752e-03 2.234e-03 
 0.08689 13.485 1.870 6.429e-04 3.817e-12 3.204e-03 1.815e-03 1.767e-03 2.454e-03 2.154e-03 3.800e-03 3.752e-03 2.246e-03 
 0.08730 13.470 1.869 6.468e-04 3.766e-12 3.211e-03 1.771e-03 1.735e-03 2.409e-03 2.109e-03 3.764e-03 3.751e-03 2.259e-03 
 0.08770 13.455 1.868 6.508e-04 3.715e-12 3.218e-03 1.728e-03 1.702e-03 2.364e-03 2.065e-03 3.728e-03 3.751e-03 2.271e-03 
 0.08811 13.439 1.867 6.547e-04 3.664e-12 3.224e-03 1.686e-03 1.670e-03 2.320e-03 2.022e-03 3.691e-03 3.749e-03 2.283e-03 
 0.08852 13.424 1.865 6.586e-04 3.615e-12 3.230e-03 1.645e-03 1.639e-03 2.276e-03 1.979e-03 3.655e-03 3.748e-03 2.294e-03 
 0.08893 13.408 1.864 6.625e-04 3.565e-12 3.236e-03 1.604e-03 1.608e-03 2.233e-03 1.937e-03 3.619e-03 3.746e-03 2.306e-03 
 0.08934 13.393 1.863 6.663e-04 3.516e-12 3.242e-03 1.564e-03 1.577e-03 2.190e-03 1.895e-03 3.582e-03 3.744e-03 2.318e-03 
 0.08975 13.377 1.862 6.702e-04 3.468e-12 3.247e-03 1.525e-03 1.546e-03 2.148e-03 1.854e-03 3.546e-03 3.742e-03 2.329e-03 
 0.09016 13.362 1.861 6.741e-04 3.420e-12 3.252e-03 1.487e-03 1.516e-03 2.106e-03 1.814e-03 3.510e-03 3.739e-03 2.341e-03 
 0.09057 13.346 1.860 6.780e-04 3.372e-12 3.257e-03 1.449e-03 1.487e-03 2.065e-03 1.774e-03 3.473e-03 3.736e-03 2.352e-03 
 0.09098 13.331 1.859 6.818e-04 3.325e-12 3.262e-03 1.413e-03 1.457e-03 2.024e-03 1.736e-03 3.437e-03 3.733e-03 2.363e-03 
 0.09139 13.315 1.857 6.857e-04 3.279e-12 3.266e-03 1.376e-03 1.429e-03 1.984e-03 1.697e-03 3.401e-03 3.729e-03 2.374e-03 
 0.09180 13.299 1.856 6.895e-04 3.233e-12 3.271e-03 1.341e-03 1.400e-03 1.945e-03 1.659e-03 3.365e-03 3.725e-03 2.385e-03 
 0.09221 13.284 1.855 6.933e-04 3.187e-12 3.275e-03 1.306e-03 1.372e-03 1.906e-03 1.622e-03 3.328e-03 3.721e-03 2.396e-03 
 0.09262 13.268 1.854 6.971e-04 3.142e-12 3.278e-03 1.272e-03 1.345e-03 1.868e-03 1.586e-03 3.292e-03 3.717e-03 2.406e-03 
 0.09303 13.252 1.853 7.009e-04 3.097e-12 3.282e-03 1.239e-03 1.317e-03 1.830e-03 1.550e-03 3.256e-03 3.712e-03 2.417e-03 
 0.09344 13.237 1.852 7.047e-04 3.053e-12 3.285e-03 1.207e-03 1.290e-03 1.793e-03 1.515e-03 3.220e-03 3.707e-03 2.427e-03 
 0.09385 13.221 1.850 7.085e-04 3.010e-12 3.288e-03 1.175e-03 1.264e-03 1.756e-03 1.480e-03 3.185e-03 3.702e-03 2.437e-03 
 0.09426 13.205 1.849 7.123e-04 2.967e-12 3.291e-03 1.143e-03 1.238e-03 1.720e-03 1.446e-03 3.149e-03 3.696e-03 2.447e-03 
 0.09467 13.190 1.848 7.161e-04 2.924e-12 3.293e-03 1.113e-03 1.212e-03 1.684e-03 1.413e-03 3.113e-03 3.690e-03 2.457e-03 
 0.09508 13.174 1.847 7.199e-04 2.882e-12 3.296e-03 1.083e-03 1.187e-03 1.649e-03 1.380e-03 3.078e-03 3.684e-03 2.467e-03 
 0.09549 13.158 1.846 7.236e-04 2.840e-12 3.298e-03 1.054e-03 1.162e-03 1.615e-03 1.348e-03 3.042e-03 3.677e-03 2.477e-03 
 0.09590 13.142 1.845 7.274e-04 2.799e-12 3.299e-03 1.025e-03 1.138e-03 1.581e-03 1.316e-03 3.007e-03 3.671e-03 2.486e-03 
 0.09631 13.127 1.843 7.311e-04 2.758e-12 3.301e-03 9.972e-04 1.114e-03 1.547e-03 1.285e-03 2.972e-03 3.664e-03 2.496e-03 
 0.09672 13.111 1.842 7.348e-04 2.718e-12 3.302e-03 9.699e-04 1.090e-03 1.514e-03 1.255e-03 2.937e-03 3.656e-03 2.505e-03 
 0.09713 13.095 1.841 7.385e-04 2.678e-12 3.303e-03 9.432e-04 1.067e-03 1.482e-03 1.225e-03 2.902e-03 3.649e-03 2.514e-03 
 0.09754 13.079 1.840 7.422e-04 2.639e-12 3.304e-03 9.171e-04 1.044e-03 1.450e-03 1.196e-03 2.868e-03 3.641e-03 2.523e-03 
 0.09795 13.063 1.839 7.459e-04 2.600e-12 3.305e-03 8.916e-04 1.021e-03 1.419e-03 1.167e-03 2.833e-03 3.633e-03 2.532e-03 
 0.09836 13.047 1.837 7.496e-04 2.561e-12 3.305e-03 8.667e-04 9.989e-04 1.388e-03 1.139e-03 2.799e-03 3.625e-03 2.541e-03 
 0.09877 13.032 1.836 7.533e-04 2.523e-12 3.306e-03 8.424e-04 9.771e-04 1.358e-03 1.111e-03 2.765e-03 3.616e-03 2.549e-03 
 0.09918 13.016 1.835 7.570e-04 2.486e-12 3.306e-03 8.186e-04 9.556e-04 1.328e-03 1.084e-03 2.731e-03 3.608e-03 2.558e-03 
 0.09959 13.000 1.834 7.606e-04 2.449e-12 3.305e-03 7.954e-04 9.345e-04 1.299e-03 1.057e-03 2.697e-03 3.599e-03 2.566e-03 
 0.10000 12.984 1.833 7.642e-04 2.412e-12 3.305e-03 7.728e-04 9.138e-04 1.270e-03 1.031e-03 2.663e-03 3.589e-03 2.574e-03 
 0.10041 12.968 1.831 7.679e-04 2.376e-12 3.304e-03 7.507e-04 8.935e-04 1.242e-03 1.006e-03 2.630e-03 3.580e-03 2.582e-03 
 0.10082 12.952 1.830 7.715e-04 2.340e-12 3.303e-03 7.292e-04 8.735e-04 1.214e-03 9.810e-04 2.597e-03 3.570e-03 2.590e-03 
 0.10123 12.936 1.829 7.751e-04 2.305e-12 3.302e-03 7.081e-04 8.538e-04 1.187e-03 9.565e-04 2.564e-03 3.560e-03 2.598e-03 
 0.10164 12.920 1.828 7.787e-04 2.270e-12 3.301e-03 6.876e-04 8.345e-04 1.160e-03 9.326e-04 2.531e-03 3.550e-03 2.606e-03 
 0.10205 12.904 1.827 7.823e-04 2.236e-12 3.299e-03 6.676e-04 8.156e-04 1.134e-03 9.091e-04 2.499e-03 3.540e-03 2.613e-03 
 0.10246 12.888 1.825 7.859e-04 2.202e-12 3.297e-03 6.481e-04 7.970e-04 1.108e-03 8.861e-04 2.466e-03 3.529e-03 2.620e-03 
 0.10287 12.872 1.824 7.894e-04 2.168e-12 3.295e-03 6.291e-04 7.787e-04 1.083e-03 8.636e-04 2.434e-03 3.518e-03 2.627e-03 
 0.10328 12.856 1.823 7.930e-04 2.135e-12 3.293e-03 6.106e-04 7.608e-04 1.058e-03 8.416e-04 2.402e-03 3.507e-03 2.634e-03 
 0.10369 12.840 1.822 7.965e-04 2.102e-12 3.290e-03 5.925e-04 7.432e-04 1.033e-03 8.201e-04 2.371e-03 3.496e-03 2.641e-03 
 0.10410 12.824 1.820 8.001e-04 2.070e-12 3.288e-03 5.749e-04 7.260e-04 1.010e-03 7.990e-04 2.339e-03 3.485e-03 2.648e-03 
 0.10451 12.808 1.819 8.036e-04 2.038e-12 3.285e-03 5.578e-04 7.091e-04 9.861e-04 7.784e-04 2.308e-03 3.473e-03 2.655e-03 
 0.10492 12.792 1.818 8.071e-04 2.006e-12 3.282e-03 5.411e-04 6.925e-04 9.630e-04 7.582e-04 2.277e-03 3.461e-03 2.661e-03 
 0.10533 12.776 1.817 8.106e-04 1.975e-12 3.279e-03 5.248e-04 6.762e-04 9.405e-04 7.385e-04 2.246e-03 3.449e-03 2.667e-03 
 0.10574 12.760 1.816 8.141e-04 1.945e-12 3.275e-03 5.090e-04 6.602e-04 9.183e-04 7.192e-04 2.216e-03 3.437e-03 2.673e-03 
 0.10615 12.744 1.814 8.176e-04 1.914e-12 3.271e-03 4.936e-04 6.445e-04 8.966e-04 7.003e-04 2.186e-03 3.425e-03 2.679e-03 
 0.10656 12.728 1.813 8.210e-04 1.885e-12 3.267e-03 4.786e-04 6.292e-04 8.753e-04 6.819e-04 2.156e-03 3.412e-03 2.685e-03 
 0.10697 12.712 1.812 8.245e-04 1.855e-12 3.263e-03 4.640e-04 6.142e-04 8.544e-04 6.639e-04 2.126e-03 3.399e-03 2.691e-03 
 0.10738 12.696 1.811 8.279e-04 1.826e-12 3.259e-03 4.497e-04 5.994e-04 8.339e-04 6.463e-04 2.097e-03 3.386e-03 2.696e-03 
 0.10779 12.680 1.809 8.313e-04 1.797e-12 3.254e-03 4.359e-04 5.850e-04 8.139e-04 6.291e-04 2.067e-03 3.373e-03 2.702e-03 
 0.10820 12.664 1.808 8.348e-04 1.769e-12 3.250e-03 4.225e-04 5.708e-04 7.943e-04 6.122e-04 2.038e-03 3.360e-03 2.707e-03 
 0.10861 12.647 1.807 8.382e-04 1.741e-12 3.245e-03 4.094e-04 5.569e-04 7.750e-04 5.958e-04 2.010e-03 3.347e-03 2.712e-03 
 0.10902 12.631 1.806 8.416e-04 1.713e-12 3.240e-03 3.966e-04 5.433e-04 7.562e-04 5.798e-04 1.981e-03 3.333e-03 2.717e-03 
 0.10943 12.615 1.804 8.449e-04 1.686e-12 3.235e-03 3.843e-04 5.300e-04 7.377e-04 5.641e-04 1.953e-03 3.319e-03 2.722e-03 
 0.10984 12.599 1.803 8.483e-04 1.659e-12 3.229e-03 3.722e-04 5.170e-04 7.196e-04 5.488e-04 1.925e-03 3.305e-03 2.726e-03 
 0.11025 12.583 1.802 8.517e-04 1.633e-12 3.224e-03 3.605e-04 5.043e-04 7.019e-04 5.339e-04 1.898e-03 3.291e-03 2.731e-03 
 0.11066 12.567 1.801 8.550e-04 1.607e-12 3.218e-03 3.492e-04 4.918e-04 6.846e-04 5.193e-04 1.870e-03 3.277e-03 2.735e-03 
 0.11107 12.551 1.799 8.583e-04 1.581e-12 3.212e-03 3.381e-04 4.795e-04 6.676e-04 5.050e-04 1.843e-03 3.263e-03 2.739e-03 
 0.11148 12.535 1.798 8.617e-04 1.556e-12 3.206e-03 3.274e-04 4.676e-04 6.510e-04 4.911e-04 1.816e-03 3.248e-03 2.744e-03 
 0.11189 12.519 1.797 8.650e-04 1.530e-12 3.199e-03 3.170e-04 4.558e-04 6.348e-04 4.776e-04 1.790e-03 3.234e-03 2.747e-03 
 0.11230 12.502 1.795 8.683e-04 1.506e-12 3.193e-03 3.068e-04 4.444e-04 6.189e-04 4.643e-04 1.763e-03 3.219e-03 2.751e-03 
 0.11270 12.486 1.794 8.715e-04 1.482e-12 3.186e-03 2.970e-04 4.332e-04 6.033e-04 4.514e-04 1.737e-03 3.204e-03 2.755e-03 
 0.11311 12.470 1.793 8.748e-04 1.457e-12 3.179e-03 2.874e-04 4.222e-04 5.881e-04 4.388e-04 1.712e-03 3.189e-03 2.758e-03 
 0.11352 12.454 1.792 8.781e-04 1.434e-12 3.172e-03 2.782e-04 4.115e-04 5.732e-04 4.266e-04 1.686e-03 3.174e-03 2.762e-03 
 0.11393 12.438 1.790 8.813e-04 1.411e-12 3.165e-03 2.692e-04 4.010e-04 5.586e-04 4.146e-04 1.661e-03 3.158e-03 2.765e-03 
 0.11434 12.422 1.789 8.845e-04 1.388e-12 3.158e-03 2.604e-04 3.907e-04 5.444e-04 4.029e-04 1.636e-03 3.143e-03 2.768e-03 
 0.11475 12.406 1.788 8.878e-04 1.365e-12 3.150e-03 2.519e-04 3.807e-04 5.305e-04 3.915e-04 1.611e-03 3.128e-03 2.771e-03 
 0.11516 12.389 1.787 8.910e-04 1.343e-12 3.142e-03 2.437e-04 3.708e-04 5.168e-04 3.804e-04 1.587e-03 3.112e-03 2.773e-03 
 0.11557 12.373 1.785 8.942e-04 1.321e-12 3.135e-03 2.357e-04 3.613e-04 5.035e-04 3.696e-04 1.563e-03 3.096e-03 2.776e-03 
 0.11598 12.357 1.784 8.973e-04 1.299e-12 3.127e-03 2.279e-04 3.519e-04 4.905e-04 3.590e-04 1.539e-03 3.080e-03 2.778e-03 
 0.11639 12.341 1.783 9.005e-04 1.278e-12 3.118e-03 2.204e-04 3.427e-04 4.778e-04 3.488e-04 1.515e-03 3.064e-03 2.781e-03 
 0.11680 12.325 1.781 9.037e-04 1.256e-12 3.110e-03 2.131e-04 3.337e-04 4.654e-04 3.387e-04 1.492e-03 3.048e-03 2.783e-03 
 0.11721 12.309 1.780 9.068e-04 1.236e-12 3.102e-03 2.061e-04 3.250e-04 4.532e-04 3.290e-04 1.469e-03 3.032e-03 2.785e-03 
 0.11762 12.292 1.779 9.099e-04 1.215e-12 3.093e-03 1.992e-04 3.164e-04 4.414e-04 3.195e-04 1.446e-03 3.016e-03 2.787e-03 
 0.11803 12.276 1.777 9.130e-04 1.195e-12 3.084e-03 1.926e-04 3.081e-04 4.298e-04 3.102e-04 1.424e-03 3.000e-03 2.788e-03 
 0.11844 12.260 1.776 9.161e-04 1.175e-12 3.076e-03 1.861e-04 2.999e-04 4.185e-04 3.012e-04 1.401e-03 2.983e-03 2.790e-03 
 0.11885 12.244 1.775 9.192e-04 1.156e-12 3.067e-03 1.799e-04 2.920e-04 4.074e-04 2.924e-04 1.379e-03 2.967e-03 2.791e-03 
 0.11926 12.228 1.774 9.223e-04 1.136e-12 3.057e-03 1.738e-04 2.842e-04 3.966e-04 2.839e-04 1.357e-03 2.950e-03 2.793e-03 
 0.11967 12.212 1.772 9.254e-04 1.117e-12 3.048e-03 1.679e-04 2.766e-04 3.861e-04 2.755e-04 1.336e-03 2.934e-03 2.794e-03 
