 Distribution of neutrino fluxes in the BS05(AGS,OP) standard solar model model.

astro-ph/0412440

The cumulative neutrino fluxes from Table 1 of BS05(AGS,OP) are given in the row below.
 
 6.058E+00 1.453E-02 8.254E-07 4.338E-01 4.508E-04 2.007E-02 1.445E-02 3.254E-04 

 
Columns in the Table below represent:

1) Radius of the zone in units of one solar radius
2) Temperature in units of 10^6 deg (K)
3) Logarithm (to the base 10) of the electron density in units of
  cm^{-3}/N_A, where N_A is the Avogadro number
4) Mass of the zone with the given radius in units of one solar mass 
5) X(^7Be): beryllium-7 mass fraction
  [For special purposes, it is useful to know the 7^Be mass fraction.]
6) Fraction of pp neutrinos produced in the zone 
7) Fraction of boron 8 neutrinos produced in the zone
8) Fraction of nitrogen 13 neutrinos produced in the zone
9) Fraction of oxygen 15 neutrinos produced in the zone
10) Fraction of florine 17 neutrinos produced in the zone
11) Fraction of beryllium 7 neutrinos produced in the zone
12) Fraction of pep neutrinos produced in the zone
13) Fraction of hep neutrinos produced in the zone
 
 0.12008 12.195 1.771 9.284e-04 1.099e-12 3.039e-03 1.622e-04 2.692e-04 3.758e-04 2.674e-04 1.315e-03 2.917e-03 2.795e-03 
 0.12049 12.179 1.770 9.314e-04 1.080e-12 3.029e-03 1.567e-04 2.619e-04 3.657e-04 2.595e-04 1.294e-03 2.900e-03 2.796e-03 
 0.12090 12.163 1.768 9.345e-04 1.062e-12 3.020e-03 1.514e-04 2.548e-04 3.559e-04 2.519e-04 1.273e-03 2.883e-03 2.797e-03 
 0.12131 12.147 1.767 9.375e-04 1.044e-12 3.010e-03 1.462e-04 2.479e-04 3.463e-04 2.444e-04 1.253e-03 2.867e-03 2.797e-03 
 0.12172 12.131 1.766 9.405e-04 1.027e-12 3.000e-03 1.412e-04 2.412e-04 3.370e-04 2.371e-04 1.232e-03 2.850e-03 2.798e-03 
 0.12213 12.115 1.764 9.434e-04 1.009e-12 2.990e-03 1.364e-04 2.347e-04 3.278e-04 2.300e-04 1.213e-03 2.833e-03 2.798e-03 
 0.12254 12.099 1.763 9.464e-04 9.922e-13 2.980e-03 1.317e-04 2.283e-04 3.189e-04 2.232e-04 1.193e-03 2.816e-03 2.798e-03 
 0.12295 12.082 1.762 9.494e-04 9.754e-13 2.969e-03 1.271e-04 2.220e-04 3.103e-04 2.165e-04 1.173e-03 2.798e-03 2.798e-03 
 0.12336 12.066 1.760 9.523e-04 9.588e-13 2.959e-03 1.227e-04 2.160e-04 3.018e-04 2.099e-04 1.154e-03 2.781e-03 2.798e-03 
 0.12377 12.050 1.759 9.552e-04 9.425e-13 2.948e-03 1.185e-04 2.100e-04 2.935e-04 2.036e-04 1.135e-03 2.764e-03 2.798e-03 
 0.12418 12.034 1.758 9.582e-04 9.264e-13 2.938e-03 1.144e-04 2.043e-04 2.855e-04 1.974e-04 1.117e-03 2.747e-03 2.798e-03 
 0.12459 12.018 1.756 9.610e-04 9.107e-13 2.927e-03 1.104e-04 1.987e-04 2.776e-04 1.915e-04 1.098e-03 2.729e-03 2.797e-03 
 0.12500 12.002 1.755 9.639e-04 8.951e-13 2.916e-03 1.065e-04 1.933e-04 2.699e-04 1.856e-04 1.080e-03 2.712e-03 2.796e-03 
 0.12541 11.986 1.754 9.667e-04 8.799e-13 2.905e-03 1.028e-04 1.880e-04 2.625e-04 1.800e-04 1.062e-03 2.695e-03 2.796e-03 
 0.12582 11.970 1.752 9.696e-04 8.647e-13 2.894e-03 9.916e-05 1.830e-04 2.552e-04 1.745e-04 1.044e-03 2.677e-03 2.795e-03 
 0.12623 11.953 1.751 9.725e-04 8.499e-13 2.883e-03 9.567e-05 1.781e-04 2.481e-04 1.691e-04 1.027e-03 2.660e-03 2.794e-03 
 0.12664 11.937 1.750 9.753e-04 8.353e-13 2.872e-03 9.229e-05 1.734e-04 2.411e-04 1.639e-04 1.010e-03 2.642e-03 2.793e-03 
 0.12705 11.921 1.748 9.781e-04 8.209e-13 2.860e-03 8.902e-05 1.689e-04 2.344e-04 1.589e-04 9.927e-04 2.625e-03 2.791e-03 
 0.12746 11.905 1.747 9.809e-04 8.067e-13 2.849e-03 8.586e-05 1.647e-04 2.278e-04 1.540e-04 9.759e-04 2.607e-03 2.790e-03 
 0.12787 11.889 1.746 9.837e-04 7.928e-13 2.837e-03 8.281e-05 1.607e-04 2.214e-04 1.492e-04 9.594e-04 2.590e-03 2.788e-03 
 0.12828 11.873 1.744 9.865e-04 7.791e-13 2.826e-03 7.986e-05 1.569e-04 2.152e-04 1.446e-04 9.432e-04 2.572e-03 2.787e-03 
 0.12869 11.857 1.743 9.892e-04 7.656e-13 2.814e-03 7.700e-05 1.535e-04 2.091e-04 1.401e-04 9.271e-04 2.555e-03 2.785e-03 
 0.12910 11.841 1.742 9.920e-04 7.523e-13 2.802e-03 7.425e-05 1.504e-04 2.031e-04 1.357e-04 9.113e-04 2.537e-03 2.783e-03 
 0.12951 11.825 1.740 9.947e-04 7.392e-13 2.790e-03 7.158e-05 1.476e-04 1.973e-04 1.314e-04 8.956e-04 2.520e-03 2.781e-03 
 0.12992 11.809 1.739 9.974e-04 7.264e-13 2.778e-03 6.900e-05 1.453e-04 1.917e-04 1.273e-04 8.802e-04 2.502e-03 2.779e-03 
 0.13033 11.792 1.738 1.000e-03 7.137e-13 2.766e-03 6.652e-05 1.434e-04 1.862e-04 1.233e-04 8.651e-04 2.485e-03 2.777e-03 
 0.13074 11.776 1.736 1.003e-03 7.012e-13 2.754e-03 6.411e-05 1.421e-04 1.809e-04 1.194e-04 8.501e-04 2.467e-03 2.774e-03 
 0.13115 11.760 1.735 1.005e-03 6.890e-13 2.742e-03 6.179e-05 1.413e-04 1.757e-04 1.157e-04 8.354e-04 2.449e-03 2.772e-03 
 0.13156 11.744 1.734 1.008e-03 6.770e-13 2.730e-03 5.955e-05 1.412e-04 1.706e-04 1.120e-04 8.209e-04 2.432e-03 2.769e-03 
 0.13197 11.728 1.732 1.011e-03 6.652e-13 2.717e-03 5.738e-05 1.418e-04 1.657e-04 1.084e-04 8.066e-04 2.414e-03 2.766e-03 
 0.13238 11.712 1.731 1.013e-03 6.535e-13 2.705e-03 5.529e-05 1.431e-04 1.609e-04 1.050e-04 7.925e-04 2.397e-03 2.763e-03 
 0.13279 11.696 1.729 1.016e-03 6.420e-13 2.692e-03 5.327e-05 1.455e-04 1.562e-04 1.016e-04 7.786e-04 2.379e-03 2.760e-03 
 0.13320 11.680 1.728 1.019e-03 6.307e-13 2.680e-03 5.132e-05 1.488e-04 1.516e-04 9.840e-05 7.649e-04 2.361e-03 2.757e-03 
 0.13361 11.664 1.727 1.021e-03 6.196e-13 2.667e-03 4.944e-05 1.532e-04 1.472e-04 9.525e-05 7.515e-04 2.344e-03 2.754e-03 
 0.13402 11.648 1.725 1.024e-03 6.087e-13 2.654e-03 4.762e-05 1.589e-04 1.428e-04 9.219e-05 7.382e-04 2.326e-03 2.751e-03 
 0.13443 11.632 1.724 1.026e-03 5.980e-13 2.642e-03 4.586e-05 1.657e-04 1.386e-04 8.922e-05 7.251e-04 2.309e-03 2.747e-03 
 0.13484 11.616 1.723 1.029e-03 5.874e-13 2.629e-03 4.417e-05 1.740e-04 1.345e-04 8.635e-05 7.123e-04 2.291e-03 2.744e-03 
 0.13525 11.600 1.721 1.031e-03 5.770e-13 2.616e-03 4.254e-05 1.840e-04 1.305e-04 8.356e-05 6.996e-04 2.274e-03 2.740e-03 
 0.13566 11.584 1.720 1.034e-03 5.668e-13 2.603e-03 4.096e-05 1.955e-04 1.267e-04 8.085e-05 6.871e-04 2.257e-03 2.736e-03 
 0.13607 11.568 1.718 1.036e-03 5.567e-13 2.590e-03 3.944e-05 2.087e-04 1.229e-04 7.823e-05 6.748e-04 2.239e-03 2.732e-03 
 0.13648 11.552 1.717 1.039e-03 5.468e-13 2.577e-03 3.797e-05 2.239e-04 1.192e-04 7.568e-05 6.627e-04 2.222e-03 2.728e-03 
 0.13689 11.536 1.716 1.041e-03 5.371e-13 2.564e-03 3.655e-05 2.413e-04 1.156e-04 7.322e-05 6.508e-04 2.204e-03 2.724e-03 
 0.13730 11.520 1.714 1.044e-03 5.276e-13 2.551e-03 3.519e-05 2.605e-04 1.121e-04 7.083e-05 6.391e-04 2.187e-03 2.720e-03 
 0.13770 11.504 1.713 1.046e-03 5.182e-13 2.538e-03 3.387e-05 2.820e-04 1.087e-04 6.851e-05 6.275e-04 2.170e-03 2.716e-03 
 0.13811 11.489 1.712 1.049e-03 5.089e-13 2.525e-03 3.260e-05 3.063e-04 1.054e-04 6.626e-05 6.162e-04 2.152e-03 2.711e-03 
 0.13852 11.473 1.710 1.051e-03 4.998e-13 2.511e-03 3.137e-05 3.329e-04 1.021e-04 6.408e-05 6.050e-04 2.135e-03 2.707e-03 
 0.13893 11.457 1.709 1.053e-03 4.909e-13 2.498e-03 3.019e-05 3.618e-04 9.896e-05 6.197e-05 5.939e-04 2.118e-03 2.702e-03 
 0.13934 11.441 1.707 1.056e-03 4.821e-13 2.485e-03 2.905e-05 3.930e-04 9.589e-05 5.993e-05 5.831e-04 2.101e-03 2.698e-03 
 0.13975 11.425 1.706 1.058e-03 4.735e-13 2.471e-03 2.795e-05 4.269e-04 9.289e-05 5.794e-05 5.725e-04 2.084e-03 2.693e-03 
 0.14016 11.409 1.705 1.061e-03 4.649e-13 2.458e-03 2.690e-05 4.640e-04 8.998e-05 5.602e-05 5.620e-04 2.067e-03 2.688e-03 
 0.14057 11.393 1.703 1.063e-03 4.566e-13 2.445e-03 2.588e-05 5.043e-04 8.713e-05 5.416e-05 5.517e-04 2.050e-03 2.683e-03 
 0.14098 11.377 1.702 1.065e-03 4.484e-13 2.431e-03 2.489e-05 5.464e-04 8.436e-05 5.236e-05 5.415e-04 2.033e-03 2.678e-03 
 0.14139 11.362 1.700 1.067e-03 4.403e-13 2.418e-03 2.394e-05 5.914e-04 8.166e-05 5.062e-05 5.315e-04 2.016e-03 2.672e-03 
 0.14180 11.346 1.699 1.070e-03 4.324e-13 2.404e-03 2.303e-05 6.397e-04 7.902e-05 4.893e-05 5.217e-04 1.999e-03 2.667e-03 
 0.14221 11.330 1.698 1.072e-03 4.246e-13 2.391e-03 2.215e-05 6.905e-04 7.645e-05 4.729e-05 5.120e-04 1.982e-03 2.662e-03 
 0.14262 11.314 1.696 1.074e-03 4.170e-13 2.377e-03 2.130e-05 7.434e-04 7.395e-05 4.570e-05 5.025e-04 1.965e-03 2.656e-03 
 0.14303 11.298 1.695 1.076e-03 4.094e-13 2.363e-03 2.049e-05 7.991e-04 7.151e-05 4.416e-05 4.932e-04 1.948e-03 2.651e-03 
 0.14344 11.283 1.693 1.079e-03 4.020e-13 2.350e-03 1.970e-05 8.579e-04 6.913e-05 4.268e-05 4.840e-04 1.932e-03 2.645e-03 
 0.14385 11.267 1.692 1.081e-03 3.947e-13 2.336e-03 1.894e-05 9.194e-04 6.681e-05 4.124e-05 4.750e-04 1.915e-03 2.639e-03 
 0.14426 11.251 1.690 1.083e-03 3.876e-13 2.323e-03 1.821e-05 9.827e-04 6.455e-05 3.985e-05 4.660e-04 1.899e-03 2.633e-03 
 0.14467 11.235 1.689 1.085e-03 3.806e-13 2.309e-03 1.751e-05 1.047e-03 6.235e-05 3.850e-05 4.573e-04 1.882e-03 2.627e-03 
 0.14508 11.219 1.688 1.087e-03 3.736e-13 2.295e-03 1.683e-05 1.115e-03 6.021e-05 3.719e-05 4.487e-04 1.866e-03 2.621e-03 
 0.14549 11.204 1.686 1.090e-03 3.668e-13 2.282e-03 1.618e-05 1.184e-03 5.811e-05 3.593e-05 4.403e-04 1.849e-03 2.615e-03 
 0.14590 11.188 1.685 1.092e-03 3.602e-13 2.268e-03 1.555e-05 1.255e-03 5.608e-05 3.471e-05 4.320e-04 1.833e-03 2.609e-03 
 0.14631 11.172 1.683 1.094e-03 3.536e-13 2.254e-03 1.495e-05 1.327e-03 5.409e-05 3.352e-05 4.238e-04 1.817e-03 2.603e-03 
 0.14672 11.157 1.682 1.096e-03 3.472e-13 2.241e-03 1.436e-05 1.401e-03 5.216e-05 3.238e-05 4.158e-04 1.801e-03 2.596e-03 
 0.14713 11.141 1.680 1.098e-03 3.409e-13 2.227e-03 1.381e-05 1.476e-03 5.028e-05 3.127e-05 4.079e-04 1.785e-03 2.590e-03 
 0.14754 11.125 1.679 1.100e-03 3.346e-13 2.213e-03 1.327e-05 1.551e-03 4.845e-05 3.020e-05 4.001e-04 1.768e-03 2.584e-03 
 0.14795 11.110 1.678 1.102e-03 3.285e-13 2.200e-03 1.275e-05 1.627e-03 4.667e-05 2.916e-05 3.925e-04 1.753e-03 2.577e-03 
 0.14836 11.094 1.676 1.104e-03 3.225e-13 2.186e-03 1.225e-05 1.703e-03 4.494e-05 2.816e-05 3.850e-04 1.737e-03 2.570e-03 
 0.14877 11.078 1.675 1.106e-03 3.166e-13 2.172e-03 1.177e-05 1.780e-03 4.325e-05 2.719e-05 3.776e-04 1.721e-03 2.564e-03 
 0.14918 11.063 1.673 1.108e-03 3.108e-13 2.159e-03 1.131e-05 1.856e-03 4.161e-05 2.625e-05 3.704e-04 1.705e-03 2.557e-03 
 0.14959 11.047 1.672 1.110e-03 3.051e-13 2.145e-03 1.086e-05 1.932e-03 4.002e-05 2.534e-05 3.633e-04 1.689e-03 2.550e-03 
 0.15000 11.032 1.670 1.112e-03 2.996e-13 2.131e-03 1.043e-05 2.006e-03 3.848e-05 2.446e-05 3.563e-04 1.674e-03 2.543e-03 
 0.15041 11.016 1.669 1.114e-03 2.941e-13 2.118e-03 1.002e-05 2.081e-03 3.698e-05 2.362e-05 3.494e-04 1.658e-03 2.536e-03 
 0.15082 11.001 1.667 1.116e-03 2.886e-13 2.104e-03 9.625e-06 2.154e-03 3.552e-05 2.280e-05 3.427e-04 1.643e-03 2.529e-03 
 0.15123 10.985 1.666 1.118e-03 2.834e-13 2.090e-03 9.244e-06 2.226e-03 3.410e-05 2.200e-05 3.361e-04 1.627e-03 2.522e-03 
 0.15164 10.969 1.664 1.120e-03 2.781e-13 2.077e-03 8.878e-06 2.297e-03 3.273e-05 2.124e-05 3.296e-04 1.612e-03 2.514e-03 
 0.15205 10.954 1.663 1.122e-03 2.730e-13 2.063e-03 8.526e-06 2.366e-03 3.140e-05 2.049e-05 3.232e-04 1.597e-03 2.507e-03 
 0.15246 10.938 1.662 1.124e-03 2.680e-13 2.049e-03 8.188e-06 2.432e-03 3.011e-05 1.978e-05 3.169e-04 1.582e-03 2.500e-03 
 0.15287 10.923 1.660 1.126e-03 2.631e-13 2.036e-03 7.862e-06 2.497e-03 2.887e-05 1.909e-05 3.107e-04 1.567e-03 2.492e-03 
 0.15328 10.908 1.659 1.127e-03 2.582e-13 2.022e-03 7.549e-06 2.560e-03 2.766e-05 1.842e-05 3.047e-04 1.552e-03 2.485e-03 
 0.15369 10.892 1.657 1.129e-03 2.535e-13 2.009e-03 7.248e-06 2.620e-03 2.649e-05 1.777e-05 2.987e-04 1.537e-03 2.477e-03 
 0.15410 10.877 1.656 1.131e-03 2.488e-13 1.995e-03 6.958e-06 2.677e-03 2.536e-05 1.715e-05 2.929e-04 1.522e-03 2.470e-03 
 0.15451 10.861 1.654 1.133e-03 2.442e-13 1.981e-03 6.680e-06 2.732e-03 2.427e-05 1.654e-05 2.871e-04 1.507e-03 2.462e-03 
 0.15492 10.846 1.653 1.135e-03 2.397e-13 1.968e-03 6.413e-06 2.784e-03 2.321e-05 1.596e-05 2.815e-04 1.492e-03 2.454e-03 
 0.15533 10.831 1.651 1.136e-03 2.353e-13 1.954e-03 6.155e-06 2.833e-03 2.219e-05 1.539e-05 2.760e-04 1.478e-03 2.446e-03 
 0.15574 10.815 1.650 1.138e-03 2.309e-13 1.941e-03 5.908e-06 2.879e-03 2.121e-05 1.485e-05 2.705e-04 1.463e-03 2.439e-03 
 0.15615 10.800 1.648 1.140e-03 2.266e-13 1.928e-03 5.671e-06 2.922e-03 2.027e-05 1.432e-05 2.652e-04 1.449e-03 2.431e-03 
 0.15656 10.785 1.647 1.142e-03 2.224e-13 1.914e-03 5.443e-06 2.962e-03 1.935e-05 1.382e-05 2.600e-04 1.434e-03 2.423e-03 
 0.15697 10.769 1.645 1.143e-03 2.183e-13 1.901e-03 5.224e-06 2.999e-03 1.847e-05 1.333e-05 2.548e-04 1.420e-03 2.415e-03 
 0.15738 10.754 1.644 1.145e-03 2.143e-13 1.887e-03 5.013e-06 3.032e-03 1.763e-05 1.285e-05 2.498e-04 1.406e-03 2.407e-03 
 0.15779 10.739 1.642 1.147e-03 2.103e-13 1.874e-03 4.810e-06 3.062e-03 1.681e-05 1.239e-05 2.448e-04 1.392e-03 2.398e-03 
 0.15820 10.723 1.641 1.148e-03 2.064e-13 1.861e-03 4.616e-06 3.089e-03 1.603e-05 1.195e-05 2.400e-04 1.378e-03 2.390e-03 
 0.15861 10.708 1.639 1.150e-03 2.026e-13 1.848e-03 4.429e-06 3.112e-03 1.528e-05 1.153e-05 2.352e-04 1.364e-03 2.382e-03 
 0.15902 10.693 1.638 1.152e-03 1.988e-13 1.834e-03 4.249e-06 3.132e-03 1.455e-05 1.111e-05 2.305e-04 1.350e-03 2.374e-03 
 0.15943 10.678 1.636 1.153e-03 1.951e-13 1.821e-03 4.077e-06 3.149e-03 1.386e-05 1.072e-05 2.259e-04 1.337e-03 2.365e-03 
 0.15984 10.663 1.635 1.155e-03 1.915e-13 1.808e-03 3.912e-06 3.163e-03 1.319e-05 1.033e-05 2.214e-04 1.323e-03 2.357e-03 
 0.16025 10.648 1.633 1.156e-03 1.880e-13 1.795e-03 3.753e-06 3.173e-03 1.256e-05 9.961e-06 2.170e-04 1.309e-03 2.349e-03 
 0.16066 10.632 1.632 1.158e-03 1.844e-13 1.782e-03 3.600e-06 3.181e-03 1.195e-05 9.603e-06 2.126e-04 1.296e-03 2.340e-03 
 0.16107 10.617 1.630 1.159e-03 1.810e-13 1.768e-03 3.453e-06 3.185e-03 1.136e-05 9.257e-06 2.084e-04 1.283e-03 2.332e-03 
 0.16148 10.602 1.629 1.161e-03 1.777e-13 1.755e-03 3.312e-06 3.186e-03 1.080e-05 8.924e-06 2.042e-04 1.269e-03 2.323e-03 
 0.16189 10.587 1.627 1.163e-03 1.744e-13 1.742e-03 3.177e-06 3.185e-03 1.026e-05 8.602e-06 2.001e-04 1.256e-03 2.314e-03 
 0.16230 10.572 1.626 1.164e-03 1.711e-13 1.729e-03 3.047e-06 3.180e-03 9.751e-06 8.290e-06 1.960e-04 1.243e-03 2.306e-03 
 0.16270 10.557 1.624 1.166e-03 1.679e-13 1.717e-03 2.923e-06 3.173e-03 9.262e-06 7.991e-06 1.921e-04 1.230e-03 2.297e-03 
 0.16311 10.542 1.623 1.167e-03 1.648e-13 1.704e-03 2.803e-06 3.163e-03 8.794e-06 7.701e-06 1.882e-04 1.217e-03 2.288e-03 
 0.16352 10.527 1.621 1.168e-03 1.617e-13 1.691e-03 2.688e-06 3.151e-03 8.349e-06 7.422e-06 1.844e-04 1.204e-03 2.280e-03 
 0.16393 10.512 1.620 1.170e-03 1.587e-13 1.678e-03 2.578e-06 3.136e-03 7.923e-06 7.153e-06 1.807e-04 1.192e-03 2.271e-03 
 0.16434 10.497 1.618 1.171e-03 1.557e-13 1.665e-03 2.472e-06 3.118e-03 7.517e-06 6.893e-06 1.770e-04 1.179e-03 2.262e-03 
 0.16475 10.482 1.617 1.173e-03 1.528e-13 1.653e-03 2.370e-06 3.099e-03 7.131e-06 6.642e-06 1.734e-04 1.166e-03 2.253e-03 
 0.16516 10.467 1.615 1.174e-03 1.500e-13 1.640e-03 2.273e-06 3.077e-03 6.763e-06 6.400e-06 1.699e-04 1.154e-03 2.244e-03 
 0.16557 10.452 1.614 1.175e-03 1.472e-13 1.627e-03 2.179e-06 3.053e-03 6.412e-06 6.166e-06 1.664e-04 1.141e-03 2.235e-03 
 0.16598 10.437 1.612 1.177e-03 1.444e-13 1.615e-03 2.089e-06 3.028e-03 6.080e-06 5.942e-06 1.630e-04 1.129e-03 2.226e-03 
 0.16639 10.422 1.611 1.178e-03 1.417e-13 1.602e-03 2.003e-06 3.000e-03 5.763e-06 5.724e-06 1.597e-04 1.117e-03 2.217e-03 
 0.16680 10.408 1.609 1.179e-03 1.391e-13 1.590e-03 1.920e-06 2.971e-03 5.461e-06 5.515e-06 1.565e-04 1.105e-03 2.208e-03 
 0.16721 10.393 1.608 1.181e-03 1.365e-13 1.577e-03 1.841e-06 2.940e-03 5.175e-06 5.313e-06 1.533e-04 1.093e-03 2.199e-03 
 0.16762 10.378 1.606 1.182e-03 1.339e-13 1.565e-03 1.764e-06 2.907e-03 4.903e-06 5.118e-06 1.501e-04 1.081e-03 2.190e-03 
 0.16803 10.363 1.605 1.183e-03 1.314e-13 1.552e-03 1.691e-06 2.873e-03 4.646e-06 4.930e-06 1.471e-04 1.069e-03 2.181e-03 
 0.16844 10.348 1.603 1.185e-03 1.290e-13 1.540e-03 1.621e-06 2.838e-03 4.401e-06 4.749e-06 1.440e-04 1.057e-03 2.172e-03 
 0.16885 10.334 1.601 1.186e-03 1.266e-13 1.528e-03 1.554e-06 2.801e-03 4.169e-06 4.574e-06 1.411e-04 1.046e-03 2.163e-03 
 0.16926 10.319 1.600 1.187e-03 1.242e-13 1.516e-03 1.489e-06 2.764e-03 3.949e-06 4.405e-06 1.382e-04 1.034e-03 2.154e-03 
 0.16967 10.304 1.598 1.188e-03 1.219e-13 1.504e-03 1.427e-06 2.726e-03 3.741e-06 4.243e-06 1.353e-04 1.023e-03 2.145e-03 
 0.17008 10.290 1.597 1.189e-03 1.196e-13 1.491e-03 1.368e-06 2.686e-03 3.543e-06 4.086e-06 1.325e-04 1.011e-03 2.135e-03 
 0.17049 10.275 1.595 1.191e-03 1.173e-13 1.479e-03 1.311e-06 2.646e-03 3.357e-06 3.935e-06 1.298e-04 1.000e-03 2.126e-03 
 0.17090 10.260 1.594 1.192e-03 1.151e-13 1.467e-03 1.256e-06 2.605e-03 3.180e-06 3.790e-06 1.271e-04 9.889e-04 2.117e-03 
 0.17131 10.246 1.592 1.193e-03 1.130e-13 1.455e-03 1.204e-06 2.563e-03 3.012e-06 3.649e-06 1.245e-04 9.778e-04 2.108e-03 
 0.17172 10.231 1.591 1.194e-03 1.108e-13 1.444e-03 1.153e-06 2.521e-03 2.854e-06 3.514e-06 1.219e-04 9.669e-04 2.098e-03 
 0.17213 10.217 1.589 1.195e-03 1.088e-13 1.432e-03 1.105e-06 2.478e-03 2.704e-06 3.383e-06 1.194e-04 9.559e-04 2.089e-03 
 0.17254 10.202 1.587 1.196e-03 1.067e-13 1.420e-03 1.059e-06 2.435e-03 2.562e-06 3.258e-06 1.169e-04 9.451e-04 2.080e-03 
 0.17295 10.187 1.586 1.197e-03 1.047e-13 1.408e-03 1.015e-06 2.392e-03 2.429e-06 3.137e-06 1.145e-04 9.344e-04 2.070e-03 
 0.17336 10.173 1.584 1.198e-03 1.028e-13 1.397e-03 9.720e-07 2.348e-03 2.302e-06 3.020e-06 1.121e-04 9.237e-04 2.061e-03 
 0.17377 10.158 1.583 1.199e-03 1.008e-13 1.385e-03 9.313e-07 2.304e-03 2.182e-06 2.907e-06 1.098e-04 9.132e-04 2.052e-03 
 0.17418 10.144 1.581 1.201e-03 9.894e-14 1.373e-03 8.922e-07 2.260e-03 2.069e-06 2.799e-06 1.075e-04 9.027e-04 2.042e-03 
 0.17459 10.129 1.580 1.202e-03 9.707e-14 1.362e-03 8.547e-07 2.216e-03 1.962e-06 2.694e-06 1.052e-04 8.923e-04 2.033e-03 
 0.17500 10.115 1.578 1.203e-03 9.525e-14 1.351e-03 8.187e-07 2.172e-03 1.861e-06 2.594e-06 1.030e-04 8.821e-04 2.023e-03 
 0.17541 10.101 1.576 1.203e-03 9.347e-14 1.339e-03 7.843e-07 2.128e-03 1.766e-06 2.497e-06 1.009e-04 8.719e-04 2.014e-03 
 0.17582 10.086 1.575 1.205e-03 9.170e-14 1.328e-03 7.512e-07 2.084e-03 1.676e-06 2.403e-06 9.878e-05 8.618e-04 2.004e-03 
 0.17623 10.072 1.573 1.205e-03 8.997e-14 1.317e-03 7.196e-07 2.041e-03 1.591e-06 2.313e-06 9.671e-05 8.518e-04 1.995e-03 
 0.17664 10.058 1.572 1.206e-03 8.830e-14 1.305e-03 6.892e-07 1.997e-03 1.510e-06 2.226e-06 9.468e-05 8.418e-04 1.985e-03 
 0.17705 10.043 1.570 1.207e-03 8.662e-14 1.294e-03 6.601e-07 1.954e-03 1.434e-06 2.143e-06 9.270e-05 8.320e-04 1.976e-03 
 0.17746 10.029 1.569 1.208e-03 8.499e-14 1.283e-03 6.322e-07 1.911e-03 1.363e-06 2.062e-06 9.075e-05 8.223e-04 1.967e-03 
 0.17787 10.015 1.567 1.209e-03 8.341e-14 1.272e-03 6.055e-07 1.869e-03 1.295e-06 1.984e-06 8.884e-05 8.126e-04 1.957e-03 
 0.17828 10.000 1.565 1.210e-03 8.183e-14 1.261e-03 5.799e-07 1.827e-03 1.231e-06 1.910e-06 8.697e-05 8.031e-04 1.948e-03 
 0.17869 9.986 1.564 1.211e-03 8.030e-14 1.250e-03 5.553e-07 1.785e-03 1.171e-06 1.838e-06 8.514e-05 7.936e-04 1.938e-03 
 0.17910 9.972 1.562 1.212e-03 7.879e-14 1.239e-03 5.318e-07 1.743e-03 1.113e-06 1.768e-06 8.334e-05 7.841e-04 1.928e-03 
 0.17951 9.958 1.561 1.213e-03 7.731e-14 1.229e-03 5.092e-07 1.703e-03 1.060e-06 1.702e-06 8.159e-05 7.748e-04 1.919e-03 
 0.17992 9.943 1.559 1.213e-03 7.586e-14 1.218e-03 4.876e-07 1.662e-03 1.008e-06 1.637e-06 7.986e-05 7.656e-04 1.909e-03 
 0.18033 9.929 1.557 1.214e-03 7.442e-14 1.207e-03 4.669e-07 1.622e-03 9.600e-07 1.575e-06 7.817e-05 7.565e-04 1.900e-03 
 0.18074 9.915 1.556 1.215e-03 7.302e-14 1.197e-03 4.471e-07 1.583e-03 9.144e-07 1.516e-06 7.652e-05 7.474e-04 1.890e-03 
 0.18115 9.901 1.554 1.216e-03 7.166e-14 1.186e-03 4.280e-07 1.544e-03 8.712e-07 1.458e-06 7.489e-05 7.384e-04 1.881e-03 
 0.18156 9.887 1.553 1.216e-03 7.029e-14 1.175e-03 4.098e-07 1.506e-03 8.302e-07 1.403e-06 7.331e-05 7.296e-04 1.871e-03 
 0.18197 9.873 1.551 1.217e-03 6.898e-14 1.165e-03 3.924e-07 1.468e-03 7.915e-07 1.350e-06 7.175e-05 7.208e-04 1.862e-03 
 0.18238 9.859 1.549 1.218e-03 6.769e-14 1.155e-03 3.756e-07 1.431e-03 7.549e-07 1.298e-06 7.022e-05 7.120e-04 1.852e-03 
 0.18279 9.845 1.548 1.219e-03 6.639e-14 1.144e-03 3.596e-07 1.395e-03 7.201e-07 1.249e-06 6.873e-05 7.034e-04 1.843e-03 
 0.18320 9.831 1.546 1.219e-03 6.515e-14 1.134e-03 3.442e-07 1.359e-03 6.872e-07 1.201e-06 6.727e-05 6.948e-04 1.833e-03 
 0.18361 9.817 1.545 1.220e-03 6.393e-14 1.124e-03 3.295e-07 1.324e-03 6.560e-07 1.155e-06 6.583e-05 6.863e-04 1.824e-03 
 0.18402 9.803 1.543 1.221e-03 6.271e-14 1.114e-03 3.154e-07 1.289e-03 6.264e-07 1.111e-06 6.443e-05 6.780e-04 1.814e-03 
 0.18443 9.789 1.541 1.221e-03 6.153e-14 1.104e-03 3.019e-07 1.255e-03 5.984e-07 1.069e-06 6.305e-05 6.697e-04 1.805e-03 
