# Distribution of neutrino fluxes in the B16(AGSS09met) standard solar model model.
# 
# arXiv:1611.09867
#
# Columns in the Table below represent:
#
# 1) Radius of the zone in units of one solar radius
# 2) Temperature in units of 10^6 deg (K)
# 3) Logarithm (to the base 10) of the electron density in units of
#   cm^{-3}/N_A, where N_A is the Avogadro number
# 4) Mass of the zone with the given radius in units of one solar mass 
# 5) Fraction of pp neutrinos produced in the zone 
# 6) Fraction of pep neutrinos produced in the zone
# 7) Fraction of hep neutrinos produced in the zone
# 8) Fraction of beryllium 7 neutrinos produced in the zone
# 9) Fraction of boron 8 neutrinos produced in the zone
# 10) Fraction of nitrogen 13 neutrinos produced in the zone
# 11) Fraction of oxygen 15 neutrinos produced in the zone
# 12) Fraction of florine 17 neutrinos produced in the zone
#
# FORMAT: (f6.4,tr1,f6.3,tr1,f5.3,tr2,9(e14.8,tr2)) 

0.0550 14.547 1.941  3.94212140e-04  4.84450895e+00  6.66147237e+00  2.65222360e+00  1.29508451e+01  1.63779937e+01  1.10822136e+01  1.57436431e+01  1.60144386e+01  
0.0555 14.532 1.940  4.01924859e-04  4.93030270e+00  6.76486146e+00  2.70913956e+00  1.30408820e+01  1.62918132e+01  1.10626253e+01  1.57158733e+01  1.59600606e+01  
0.0560 14.517 1.939  4.07434447e-04  4.98853148e+00  6.82994559e+00  2.75126650e+00  1.30547344e+01  1.61114276e+01  1.09788395e+01  1.55969039e+01  1.58133151e+01  
0.0565 14.502 1.938  4.14384762e-04  5.06394925e+00  6.91811259e+00  2.80320221e+00  1.31102711e+01  1.59818709e+01  1.09297617e+01  1.55272440e+01  1.57165763e+01  
0.0570 14.487 1.937  4.19698627e-04  5.11885277e+00  6.97781162e+00  2.84411825e+00  1.31098081e+01  1.57850956e+01  1.08343949e+01  1.53918253e+01  1.55535235e+01  
0.0575 14.472 1.936  4.24016092e-04  5.16118833e+00  7.02003080e+00  2.87831898e+00  1.30749114e+01  1.55476757e+01  1.07108592e+01  1.52163892e+01  1.53502203e+01  
0.0580 14.456 1.935  4.30698943e-04  5.23190766e+00  7.10046283e+00  2.92863955e+00  1.31090852e+01  1.53916601e+01  1.06434855e+01  1.51207410e+01  1.52273775e+01  
0.0585 14.441 1.933  4.37086506e-04  5.29849642e+00  7.17482363e+00  2.97699982e+00  1.31298946e+01  1.52208408e+01  1.05655844e+01  1.50101384e+01  1.50897051e+01  
0.0590 14.426 1.932  4.42806690e-04  5.35647697e+00  7.23710242e+00  3.02084103e+00  1.31266839e+01  1.50233291e+01  1.04688412e+01  1.48727694e+01  1.49253994e+01  
0.0595 14.410 1.931  4.49427636e-04  5.42484237e+00  7.31297758e+00  3.07087203e+00  1.31461223e+01  1.48522578e+01  1.03903016e+01  1.47612630e+01  1.47872255e+01  
0.0600 14.395 1.930  4.53699118e-04  5.46432426e+00  7.34954034e+00  3.10485632e+00  1.30935344e+01  1.46019985e+01  1.02557499e+01  1.45701817e+01  1.45697533e+01  
0.0605 14.379 1.929  4.61526593e-04  5.54614774e+00  7.44262441e+00  3.16322411e+00  1.31394654e+01  1.44609776e+01  1.01979686e+01  1.44881676e+01  1.44613324e+01  
0.0610 14.363 1.928  4.68769780e-04  5.62029449e+00  7.52489072e+00  3.21760502e+00  1.31641807e+01  1.42985959e+01  1.01245242e+01  1.43839038e+01  1.43311321e+01  
0.0615 14.347 1.927  4.70653933e-04  5.62967743e+00  7.52014869e+00  3.23515907e+00  1.30360848e+01  1.39741277e+01  9.93525431e+00  1.41150860e+01  1.40376459e+01  
0.0620 14.331 1.926  4.79062641e-04  5.71674489e+00  7.61880895e+00  3.29762628e+00  1.30850697e+01  1.38373974e+01  9.87986968e+00  1.40364810e+01  1.39330720e+01  
0.0625 14.315 1.924  4.85116267e-04  5.77498348e+00  7.67857111e+00  3.34385343e+00  1.30657290e+01  1.36316845e+01  9.77436279e+00  1.38866697e+01  1.37584589e+01  
0.0630 14.299 1.923  4.92700899e-04  5.85080503e+00  7.76125246e+00  3.40063808e+00  1.30835873e+01  1.34660238e+01  9.69713111e+00  1.37770291e+01  1.36239366e+01  
