 Distribution of neutrino fluxes in the BS05(OP) standard solar model model.

astro-ph/0412440

The cumulative neutrino fluxes from Table 1 of BS05(OP) are given in the row below.
 
 5.991E+00 1.421E-02 7.930E-07 4.844E-01 5.691E-04 3.066E-02 2.331E-02 5.836E-04 

 
Columns in the Table below represent:

1) Radius of the zone in units of one solar radius
2) Temperature in units of 10^6 deg (K)
3) Logarithm (to the base 10) of the electron density in units of
   cm^{-3}/N_A, where N_A is the Avogadro number
4) Mass of the zone with the given radius in units of one solar mass 
5) X(^7Be): beryllium-7 mass fraction
   [For special purposes, it is useful to know the 7^Be mass fraction.]
6) Fraction of pp neutrinos produced in the zone 
7) Fraction of boron 8 neutrinos produced in the zone
8) Fraction of nitrogen 13 neutrinos produced in the zone
9) Fraction of oxygen 15 neutrinos produced in the zone
10) Fraction of florine 17 neutrinos produced in the zone
11) Fraction of beryllium 7 neutrinos produced in the zone
12) Fraction of pep neutrinos produced in the zone
13) Fraction of hep neutrinos produced in the zone
 
 0.05779 14.657 1.942 3.581e-04 9.558e-12 2.151e-03 6.355e-03 4.732e-03 6.225e-03 6.274e-03 5.391e-03 2.933e-03 1.192e-03 
 0.05820 14.644 1.941 3.622e-04 9.473e-12 2.172e-03 6.292e-03 4.700e-03 6.182e-03 6.222e-03 5.394e-03 2.956e-03 1.207e-03 
 0.05861 14.631 1.940 3.662e-04 9.388e-12 2.192e-03 6.229e-03 4.666e-03 6.138e-03 6.168e-03 5.396e-03 2.979e-03 1.223e-03 
 0.05902 14.618 1.939 3.703e-04 9.303e-12 2.213e-03 6.164e-03 4.632e-03 6.094e-03 6.114e-03 5.398e-03 3.001e-03 1.238e-03 
 0.05943 14.605 1.938 3.743e-04 9.218e-12 2.234e-03 6.099e-03 4.598e-03 6.048e-03 6.059e-03 5.398e-03 3.023e-03 1.254e-03 
 0.05984 14.592 1.937 3.784e-04 9.134e-12 2.254e-03 6.033e-03 4.562e-03 6.001e-03 6.003e-03 5.397e-03 3.045e-03 1.269e-03 
 0.06025 14.579 1.936 3.825e-04 9.049e-12 2.275e-03 5.966e-03 4.526e-03 5.954e-03 5.946e-03 5.395e-03 3.067e-03 1.285e-03 
 0.06066 14.566 1.935 3.866e-04 8.965e-12 2.295e-03 5.899e-03 4.489e-03 5.906e-03 5.889e-03 5.392e-03 3.088e-03 1.300e-03 
 0.06107 14.552 1.934 3.906e-04 8.881e-12 2.315e-03 5.830e-03 4.452e-03 5.856e-03 5.830e-03 5.388e-03 3.109e-03 1.316e-03 
 0.06148 14.539 1.933 3.947e-04 8.797e-12 2.335e-03 5.762e-03 4.414e-03 5.806e-03 5.771e-03 5.384e-03 3.130e-03 1.332e-03 
 0.06189 14.526 1.932 3.988e-04 8.713e-12 2.355e-03 5.692e-03 4.375e-03 5.756e-03 5.712e-03 5.378e-03 3.151e-03 1.347e-03 
 0.06230 14.512 1.931 4.029e-04 8.629e-12 2.375e-03 5.622e-03 4.336e-03 5.704e-03 5.652e-03 5.372e-03 3.171e-03 1.363e-03 
 0.06270 14.499 1.930 4.070e-04 8.546e-12 2.394e-03 5.552e-03 4.296e-03 5.652e-03 5.591e-03 5.364e-03 3.191e-03 1.379e-03 
 0.06311 14.485 1.929 4.111e-04 8.463e-12 2.414e-03 5.481e-03 4.256e-03 5.599e-03 5.530e-03 5.356e-03 3.210e-03 1.394e-03 
 0.06352 14.471 1.928 4.152e-04 8.380e-12 2.433e-03 5.410e-03 4.216e-03 5.546e-03 5.468e-03 5.347e-03 3.229e-03 1.410e-03 
 0.06393 14.458 1.928 4.194e-04 8.297e-12 2.452e-03 5.339e-03 4.175e-03 5.492e-03 5.406e-03 5.336e-03 3.249e-03 1.426e-03 
 0.06434 14.444 1.927 4.235e-04 8.214e-12 2.471e-03 5.267e-03 4.134e-03 5.438e-03 5.343e-03 5.325e-03 3.267e-03 1.442e-03 
 0.06475 14.430 1.926 4.276e-04 8.132e-12 2.490e-03 5.195e-03 4.092e-03 5.383e-03 5.280e-03 5.313e-03 3.285e-03 1.457e-03 
 0.06516 14.416 1.925 4.317e-04 8.050e-12 2.509e-03 5.123e-03 4.050e-03 5.327e-03 5.217e-03 5.301e-03 3.304e-03 1.473e-03 
 0.06557 14.403 1.924 4.358e-04 7.969e-12 2.527e-03 5.051e-03 4.007e-03 5.272e-03 5.153e-03 5.287e-03 3.321e-03 1.489e-03 
 0.06598 14.389 1.923 4.399e-04 7.887e-12 2.545e-03 4.978e-03 3.964e-03 5.215e-03 5.089e-03 5.273e-03 3.339e-03 1.505e-03 
 0.06639 14.375 1.922 4.440e-04 7.806e-12 2.564e-03 4.906e-03 3.922e-03 5.159e-03 5.025e-03 5.258e-03 3.356e-03 1.520e-03 
 0.06680 14.361 1.921 4.482e-04 7.726e-12 2.582e-03 4.834e-03 3.878e-03 5.102e-03 4.961e-03 5.242e-03 3.372e-03 1.536e-03 
 0.06721 14.347 1.920 4.523e-04 7.645e-12 2.599e-03 4.761e-03 3.835e-03 5.045e-03 4.897e-03 5.225e-03 3.389e-03 1.552e-03 
 0.06762 14.333 1.919 4.564e-04 7.565e-12 2.617e-03 4.689e-03 3.791e-03 4.987e-03 4.832e-03 5.207e-03 3.405e-03 1.567e-03 
 0.06803 14.318 1.918 4.605e-04 7.486e-12 2.635e-03 4.616e-03 3.747e-03 4.930e-03 4.768e-03 5.189e-03 3.420e-03 1.583e-03 
 0.06844 14.304 1.917 4.646e-04 7.406e-12 2.652e-03 4.544e-03 3.703e-03 4.872e-03 4.704e-03 5.171e-03 3.436e-03 1.599e-03 
 0.06885 14.290 1.916 4.687e-04 7.327e-12 2.669e-03 4.472e-03 3.659e-03 4.814e-03 4.639e-03 5.151e-03 3.451e-03 1.614e-03 
 0.06926 14.276 1.915 4.729e-04 7.249e-12 2.686e-03 4.401e-03 3.615e-03 4.756e-03 4.574e-03 5.130e-03 3.466e-03 1.630e-03 
 0.06967 14.262 1.914 4.770e-04 7.170e-12 2.703e-03 4.329e-03 3.570e-03 4.697e-03 4.510e-03 5.109e-03 3.480e-03 1.645e-03 
 0.07008 14.247 1.912 4.811e-04 7.093e-12 2.719e-03 4.258e-03 3.526e-03 4.639e-03 4.446e-03 5.088e-03 3.494e-03 1.661e-03 
 0.07049 14.233 1.911 4.852e-04 7.015e-12 2.736e-03 4.187e-03 3.481e-03 4.580e-03 4.381e-03 5.065e-03 3.508e-03 1.676e-03 
 0.07090 14.218 1.910 4.893e-04 6.938e-12 2.752e-03 4.116e-03 3.437e-03 4.522e-03 4.317e-03 5.042e-03 3.521e-03 1.692e-03 
 0.07131 14.204 1.909 4.934e-04 6.861e-12 2.768e-03 4.046e-03 3.392e-03 4.463e-03 4.253e-03 5.019e-03 3.534e-03 1.707e-03 
 0.07172 14.189 1.908 4.975e-04 6.785e-12 2.784e-03 3.976e-03 3.348e-03 4.405e-03 4.190e-03 4.995e-03 3.547e-03 1.722e-03 
 0.07213 14.175 1.907 5.016e-04 6.709e-12 2.799e-03 3.907e-03 3.304e-03 4.346e-03 4.126e-03 4.970e-03 3.559e-03 1.738e-03 
 0.07254 14.160 1.906 5.057e-04 6.634e-12 2.815e-03 3.838e-03 3.259e-03 4.288e-03 4.063e-03 4.944e-03 3.571e-03 1.753e-03 
 0.07295 14.146 1.905 5.098e-04 6.559e-12 2.830e-03 3.769e-03 3.215e-03 4.230e-03 4.000e-03 4.919e-03 3.582e-03 1.768e-03 
 0.07336 14.131 1.904 5.139e-04 6.484e-12 2.845e-03 3.701e-03 3.170e-03 4.171e-03 3.937e-03 4.892e-03 3.594e-03 1.784e-03 
 0.07377 14.116 1.903 5.180e-04 6.410e-12 2.859e-03 3.633e-03 3.126e-03 4.113e-03 3.874e-03 4.865e-03 3.604e-03 1.799e-03 
 0.07418 14.102 1.902 5.221e-04 6.336e-12 2.874e-03 3.566e-03 3.082e-03 4.055e-03 3.812e-03 4.837e-03 3.615e-03 1.814e-03 
 0.07459 14.087 1.901 5.262e-04 6.263e-12 2.888e-03 3.500e-03 3.039e-03 3.998e-03 3.751e-03 4.810e-03 3.625e-03 1.829e-03 
 0.07500 14.072 1.900 5.303e-04 6.190e-12 2.902e-03 3.434e-03 2.995e-03 3.940e-03 3.689e-03 4.781e-03 3.635e-03 1.844e-03 
 0.07541 14.057 1.899 5.344e-04 6.118e-12 2.916e-03 3.369e-03 2.951e-03 3.883e-03 3.628e-03 4.752e-03 3.644e-03 1.859e-03 
 0.07582 14.042 1.898 5.384e-04 6.046e-12 2.930e-03 3.304e-03 2.908e-03 3.826e-03 3.568e-03 4.722e-03 3.653e-03 1.874e-03 
 0.07623 14.028 1.897 5.425e-04 5.975e-12 2.943e-03 3.240e-03 2.865e-03 3.769e-03 3.508e-03 4.693e-03 3.662e-03 1.888e-03 
 0.07664 14.013 1.896 5.466e-04 5.904e-12 2.956e-03 3.176e-03 2.821e-03 3.712e-03 3.448e-03 4.662e-03 3.670e-03 1.903e-03 
 0.07705 13.998 1.895 5.507e-04 5.834e-12 2.969e-03 3.114e-03 2.779e-03 3.656e-03 3.389e-03 4.632e-03 3.678e-03 1.918e-03 
 0.07746 13.983 1.893 5.547e-04 5.764e-12 2.982e-03 3.051e-03 2.736e-03 3.600e-03 3.330e-03 4.601e-03 3.686e-03 1.932e-03 
 0.07787 13.968 1.892 5.588e-04 5.695e-12 2.994e-03 2.990e-03 2.694e-03 3.545e-03 3.272e-03 4.569e-03 3.693e-03 1.947e-03 
 0.07828 13.953 1.891 5.628e-04 5.626e-12 3.007e-03 2.929e-03 2.652e-03 3.489e-03 3.214e-03 4.537e-03 3.700e-03 1.961e-03 
 0.07869 13.938 1.890 5.669e-04 5.557e-12 3.019e-03 2.869e-03 2.610e-03 3.434e-03 3.157e-03 4.505e-03 3.707e-03 1.976e-03 
 0.07910 13.922 1.889 5.709e-04 5.490e-12 3.031e-03 2.810e-03 2.568e-03 3.380e-03 3.100e-03 4.473e-03 3.713e-03 1.990e-03 
 0.07951 13.907 1.888 5.750e-04 5.422e-12 3.042e-03 2.751e-03 2.527e-03 3.325e-03 3.044e-03 4.440e-03 3.719e-03 2.004e-03 
 0.07992 13.892 1.887 5.790e-04 5.355e-12 3.053e-03 2.694e-03 2.486e-03 3.272e-03 2.988e-03 4.407e-03 3.724e-03 2.018e-03 
 0.08033 13.877 1.886 5.830e-04 5.289e-12 3.064e-03 2.637e-03 2.446e-03 3.218e-03 2.933e-03 4.374e-03 3.730e-03 2.032e-03 
 0.08074 13.862 1.885 5.871e-04 5.223e-12 3.075e-03 2.580e-03 2.405e-03 3.165e-03 2.879e-03 4.340e-03 3.734e-03 2.046e-03 
 0.08115 13.846 1.884 5.911e-04 5.158e-12 3.086e-03 2.525e-03 2.365e-03 3.113e-03 2.825e-03 4.306e-03 3.739e-03 2.060e-03 
 0.08156 13.831 1.882 5.951e-04 5.093e-12 3.096e-03 2.470e-03 2.326e-03 3.060e-03 2.771e-03 4.272e-03 3.743e-03 2.074e-03 
 0.08197 13.816 1.881 5.991e-04 5.029e-12 3.106e-03 2.416e-03 2.286e-03 3.009e-03 2.719e-03 4.238e-03 3.747e-03 2.088e-03 
 0.08238 13.800 1.880 6.031e-04 4.965e-12 3.116e-03 2.363e-03 2.247e-03 2.958e-03 2.667e-03 4.203e-03 3.750e-03 2.101e-03 
 0.08279 13.785 1.879 6.070e-04 4.902e-12 3.126e-03 2.310e-03 2.209e-03 2.907e-03 2.615e-03 4.168e-03 3.753e-03 2.115e-03 
 0.08320 13.770 1.878 6.110e-04 4.839e-12 3.135e-03 2.258e-03 2.171e-03 2.856e-03 2.564e-03 4.133e-03 3.756e-03 2.128e-03 
 0.08361 13.754 1.877 6.150e-04 4.777e-12 3.144e-03 2.207e-03 2.133e-03 2.807e-03 2.514e-03 4.098e-03 3.758e-03 2.142e-03 
 0.08402 13.739 1.876 6.190e-04 4.715e-12 3.153e-03 2.157e-03 2.095e-03 2.757e-03 2.464e-03 4.063e-03 3.760e-03 2.155e-03 
 0.08443 13.723 1.875 6.229e-04 4.654e-12 3.162e-03 2.108e-03 2.058e-03 2.709e-03 2.415e-03 4.027e-03 3.762e-03 2.168e-03 
 0.08484 13.708 1.873 6.269e-04 4.594e-12 3.170e-03 2.059e-03 2.021e-03 2.660e-03 2.367e-03 3.992e-03 3.763e-03 2.181e-03 
 0.08525 13.692 1.872 6.309e-04 4.534e-12 3.179e-03 2.012e-03 1.985e-03 2.612e-03 2.319e-03 3.956e-03 3.764e-03 2.194e-03 
 0.08566 13.677 1.871 6.348e-04 4.474e-12 3.186e-03 1.965e-03 1.949e-03 2.565e-03 2.272e-03 3.920e-03 3.765e-03 2.207e-03 
 0.08607 13.661 1.870 6.387e-04 4.416e-12 3.194e-03 1.918e-03 1.913e-03 2.518e-03 2.225e-03 3.884e-03 3.765e-03 2.219e-03 
 0.08648 13.646 1.869 6.426e-04 4.357e-12 3.202e-03 1.873e-03 1.878e-03 2.472e-03 2.180e-03 3.848e-03 3.765e-03 2.232e-03 
 0.08689 13.630 1.868 6.466e-04 4.299e-12 3.209e-03 1.828e-03 1.844e-03 2.426e-03 2.134e-03 3.812e-03 3.765e-03 2.244e-03 
 0.08730 13.614 1.867 6.505e-04 4.242e-12 3.216e-03 1.784e-03 1.809e-03 2.381e-03 2.090e-03 3.776e-03 3.764e-03 2.257e-03 
 0.08770 13.599 1.865 6.544e-04 4.185e-12 3.222e-03 1.741e-03 1.775e-03 2.337e-03 2.046e-03 3.740e-03 3.763e-03 2.269e-03 
 0.08811 13.583 1.864 6.583e-04 4.129e-12 3.229e-03 1.699e-03 1.742e-03 2.292e-03 2.003e-03 3.704e-03 3.762e-03 2.281e-03 
 0.08852 13.567 1.863 6.622e-04 4.074e-12 3.235e-03 1.658e-03 1.709e-03 2.249e-03 1.960e-03 3.668e-03 3.760e-03 2.293e-03 
 0.08893 13.552 1.862 6.660e-04 4.018e-12 3.241e-03 1.617e-03 1.676e-03 2.206e-03 1.918e-03 3.631e-03 3.758e-03 2.305e-03 
 0.08934 13.536 1.861 6.699e-04 3.964e-12 3.247e-03 1.577e-03 1.644e-03 2.163e-03 1.877e-03 3.595e-03 3.756e-03 2.317e-03 
 0.08975 13.520 1.860 6.738e-04 3.910e-12 3.252e-03 1.537e-03 1.612e-03 2.122e-03 1.836e-03 3.558e-03 3.754e-03 2.329e-03 
 0.09016 13.504 1.858 6.776e-04 3.856e-12 3.257e-03 1.499e-03 1.580e-03 2.080e-03 1.796e-03 3.522e-03 3.751e-03 2.340e-03 
 0.09057 13.489 1.857 6.815e-04 3.803e-12 3.262e-03 1.461e-03 1.549e-03 2.039e-03 1.757e-03 3.486e-03 3.747e-03 2.351e-03 
 0.09098 13.473 1.856 6.853e-04 3.751e-12 3.267e-03 1.424e-03 1.519e-03 1.999e-03 1.718e-03 3.450e-03 3.744e-03 2.363e-03 
 0.09139 13.457 1.855 6.891e-04 3.699e-12 3.271e-03 1.388e-03 1.489e-03 1.960e-03 1.680e-03 3.414e-03 3.740e-03 2.374e-03 
 0.09180 13.441 1.854 6.929e-04 3.648e-12 3.275e-03 1.352e-03 1.459e-03 1.920e-03 1.642e-03 3.377e-03 3.736e-03 2.385e-03 
 0.09221 13.425 1.853 6.967e-04 3.597e-12 3.279e-03 1.317e-03 1.429e-03 1.882e-03 1.606e-03 3.341e-03 3.732e-03 2.396e-03 
 0.09262 13.409 1.851 7.005e-04 3.547e-12 3.283e-03 1.283e-03 1.401e-03 1.844e-03 1.569e-03 3.305e-03 3.727e-03 2.407e-03 
 0.09303 13.393 1.850 7.043e-04 3.497e-12 3.287e-03 1.250e-03 1.372e-03 1.806e-03 1.534e-03 3.269e-03 3.722e-03 2.417e-03 
 0.09344 13.378 1.849 7.081e-04 3.448e-12 3.290e-03 1.217e-03 1.344e-03 1.769e-03 1.499e-03 3.233e-03 3.717e-03 2.428e-03 
 0.09385 13.362 1.848 7.119e-04 3.399e-12 3.293e-03 1.185e-03 1.316e-03 1.733e-03 1.465e-03 3.198e-03 3.711e-03 2.438e-03 
 0.09426 13.346 1.847 7.156e-04 3.351e-12 3.296e-03 1.153e-03 1.289e-03 1.697e-03 1.431e-03 3.162e-03 3.705e-03 2.448e-03 
 0.09467 13.330 1.845 7.194e-04 3.303e-12 3.298e-03 1.123e-03 1.262e-03 1.662e-03 1.398e-03 3.126e-03 3.699e-03 2.459e-03 
 0.09508 13.314 1.844 7.231e-04 3.256e-12 3.300e-03 1.093e-03 1.236e-03 1.627e-03 1.365e-03 3.091e-03 3.693e-03 2.469e-03 
 0.09549 13.298 1.843 7.269e-04 3.209e-12 3.302e-03 1.063e-03 1.210e-03 1.593e-03 1.333e-03 3.055e-03 3.686e-03 2.478e-03 
 0.09590 13.282 1.842 7.306e-04 3.164e-12 3.304e-03 1.035e-03 1.184e-03 1.559e-03 1.302e-03 3.020e-03 3.679e-03 2.488e-03 
 0.09631 13.266 1.841 7.343e-04 3.118e-12 3.306e-03 1.006e-03 1.159e-03 1.526e-03 1.271e-03 2.985e-03 3.672e-03 2.498e-03 
 0.09672 13.250 1.839 7.380e-04 3.073e-12 3.307e-03 9.789e-04 1.134e-03 1.494e-03 1.241e-03 2.950e-03 3.665e-03 2.507e-03 
 0.09713 13.234 1.838 7.417e-04 3.028e-12 3.308e-03 9.521e-04 1.110e-03 1.462e-03 1.211e-03 2.915e-03 3.657e-03 2.516e-03 
 0.09754 13.218 1.837 7.454e-04 2.984e-12 3.309e-03 9.258e-04 1.086e-03 1.430e-03 1.182e-03 2.881e-03 3.649e-03 2.525e-03 
 0.09795 13.201 1.836 7.490e-04 2.941e-12 3.310e-03 9.002e-04 1.062e-03 1.399e-03 1.154e-03 2.846e-03 3.641e-03 2.534e-03 
 0.09836 13.185 1.835 7.527e-04 2.898e-12 3.310e-03 8.751e-04 1.039e-03 1.369e-03 1.126e-03 2.812e-03 3.632e-03 2.543e-03 
 0.09877 13.169 1.833 7.563e-04 2.855e-12 3.310e-03 8.506e-04 1.017e-03 1.339e-03 1.098e-03 2.778e-03 3.623e-03 2.552e-03 
 0.09918 13.153 1.832 7.600e-04 2.813e-12 3.310e-03 8.267e-04 9.942e-04 1.309e-03 1.071e-03 2.744e-03 3.614e-03 2.561e-03 
 0.09959 13.137 1.831 7.636e-04 2.772e-12 3.310e-03 8.034e-04 9.721e-04 1.280e-03 1.045e-03 2.710e-03 3.605e-03 2.569e-03 
 0.10000 13.121 1.830 7.672e-04 2.731e-12 3.309e-03 7.806e-04 9.505e-04 1.252e-03 1.019e-03 2.677e-03 3.596e-03 2.577e-03 
 0.10041 13.105 1.828 7.708e-04 2.690e-12 3.308e-03 7.583e-04 9.293e-04 1.224e-03 9.941e-04 2.643e-03 3.586e-03 2.585e-03 
 0.10082 13.089 1.827 7.744e-04 2.650e-12 3.307e-03 7.367e-04 9.085e-04 1.197e-03 9.693e-04 2.610e-03 3.576e-03 2.593e-03 
 0.10123 13.072 1.826 7.780e-04 2.611e-12 3.306e-03 7.155e-04 8.880e-04 1.170e-03 9.451e-04 2.577e-03 3.566e-03 2.601e-03 
 0.10164 13.056 1.825 7.816e-04 2.572e-12 3.305e-03 6.948e-04 8.679e-04 1.143e-03 9.214e-04 2.544e-03 3.555e-03 2.609e-03 
 0.10205 13.040 1.823 7.851e-04 2.533e-12 3.303e-03 6.747e-04 8.481e-04 1.117e-03 8.981e-04 2.512e-03 3.545e-03 2.616e-03 
 0.10246 13.024 1.822 7.887e-04 2.495e-12 3.301e-03 6.551e-04 8.287e-04 1.092e-03 8.754e-04 2.479e-03 3.534e-03 2.624e-03 
 0.10287 13.008 1.821 7.922e-04 2.457e-12 3.299e-03 6.359e-04 8.097e-04 1.067e-03 8.531e-04 2.447e-03 3.523e-03 2.631e-03 
 0.10328 12.991 1.820 7.957e-04 2.420e-12 3.297e-03 6.172e-04 7.910e-04 1.042e-03 8.313e-04 2.415e-03 3.512e-03 2.638e-03 
 0.10369 12.975 1.818 7.993e-04 2.383e-12 3.294e-03 5.990e-04 7.727e-04 1.018e-03 8.100e-04 2.384e-03 3.500e-03 2.645e-03 
 0.10410 12.959 1.817 8.028e-04 2.347e-12 3.292e-03 5.813e-04 7.547e-04 9.946e-04 7.892e-04 2.352e-03 3.489e-03 2.652e-03 
 0.10451 12.943 1.816 8.062e-04 2.311e-12 3.289e-03 5.640e-04 7.371e-04 9.714e-04 7.687e-04 2.321e-03 3.477e-03 2.659e-03 
 0.10492 12.926 1.815 8.097e-04 2.276e-12 3.286e-03 5.472e-04 7.198e-04 9.486e-04 7.488e-04 2.290e-03 3.465e-03 2.665e-03 
 0.10533 12.910 1.813 8.132e-04 2.241e-12 3.282e-03 5.308e-04 7.029e-04 9.263e-04 7.293e-04 2.259e-03 3.452e-03 2.672e-03 
 0.10574 12.894 1.812 8.167e-04 2.207e-12 3.279e-03 5.149e-04 6.862e-04 9.045e-04 7.102e-04 2.229e-03 3.440e-03 2.678e-03 
 0.10615 12.878 1.811 8.201e-04 2.173e-12 3.275e-03 4.993e-04 6.699e-04 8.830e-04 6.916e-04 2.199e-03 3.427e-03 2.684e-03 
 0.10656 12.861 1.810 8.235e-04 2.139e-12 3.271e-03 4.842e-04 6.539e-04 8.620e-04 6.733e-04 2.169e-03 3.414e-03 2.690e-03 
 0.10697 12.845 1.808 8.270e-04 2.106e-12 3.267e-03 4.695e-04 6.383e-04 8.414e-04 6.555e-04 2.139e-03 3.402e-03 2.695e-03 
 0.10738 12.829 1.807 8.304e-04 2.073e-12 3.262e-03 4.552e-04 6.229e-04 8.212e-04 6.381e-04 2.109e-03 3.388e-03 2.701e-03 
 0.10779 12.813 1.806 8.337e-04 2.041e-12 3.258e-03 4.412e-04 6.079e-04 8.015e-04 6.211e-04 2.080e-03 3.375e-03 2.706e-03 
 0.10820 12.796 1.805 8.371e-04 2.009e-12 3.253e-03 4.276e-04 5.932e-04 7.821e-04 6.044e-04 2.051e-03 3.361e-03 2.712e-03 
 0.10861 12.780 1.803 8.405e-04 1.978e-12 3.248e-03 4.145e-04 5.788e-04 7.631e-04 5.882e-04 2.023e-03 3.348e-03 2.717e-03 
 0.10902 12.764 1.802 8.439e-04 1.947e-12 3.243e-03 4.016e-04 5.646e-04 7.445e-04 5.723e-04 1.994e-03 3.334e-03 2.722e-03 
 0.10943 12.747 1.801 8.472e-04 1.916e-12 3.238e-03 3.891e-04 5.508e-04 7.263e-04 5.569e-04 1.966e-03 3.320e-03 2.727e-03 
 0.10984 12.731 1.800 8.505e-04 1.886e-12 3.232e-03 3.770e-04 5.372e-04 7.085e-04 5.417e-04 1.938e-03 3.306e-03 2.731e-03 
 0.11025 12.715 1.798 8.539e-04 1.856e-12 3.227e-03 3.652e-04 5.240e-04 6.911e-04 5.270e-04 1.910e-03 3.292e-03 2.736e-03 
 0.11066 12.698 1.797 8.572e-04 1.827e-12 3.221e-03 3.537e-04 5.110e-04 6.740e-04 5.126e-04 1.883e-03 3.277e-03 2.740e-03 
 0.11107 12.682 1.796 8.605e-04 1.798e-12 3.215e-03 3.426e-04 4.982e-04 6.572e-04 4.985e-04 1.856e-03 3.263e-03 2.745e-03 
 0.11148 12.666 1.794 8.638e-04 1.769e-12 3.208e-03 3.318e-04 4.858e-04 6.409e-04 4.848e-04 1.829e-03 3.248e-03 2.749e-03 
 0.11189 12.649 1.793 8.670e-04 1.741e-12 3.202e-03 3.212e-04 4.736e-04 6.249e-04 4.714e-04 1.802e-03 3.233e-03 2.753e-03 
 0.11230 12.633 1.792 8.703e-04 1.713e-12 3.195e-03 3.110e-04 4.617e-04 6.092e-04 4.583e-04 1.776e-03 3.218e-03 2.757e-03 
 0.11270 12.617 1.791 8.735e-04 1.686e-12 3.189e-03 3.011e-04 4.501e-04 5.939e-04 4.456e-04 1.750e-03 3.203e-03 2.760e-03 
 0.11311 12.600 1.789 8.768e-04 1.659e-12 3.182e-03 2.914e-04 4.387e-04 5.789e-04 4.331e-04 1.724e-03 3.188e-03 2.764e-03 
 0.11352 12.584 1.788 8.800e-04 1.632e-12 3.175e-03 2.821e-04 4.275e-04 5.642e-04 4.210e-04 1.698e-03 3.172e-03 2.767e-03 
 0.11393 12.568 1.787 8.832e-04 1.606e-12 3.167e-03 2.730e-04 4.166e-04 5.499e-04 4.092e-04 1.673e-03 3.157e-03 2.770e-03 
 0.11434 12.551 1.785 8.864e-04 1.580e-12 3.160e-03 2.641e-04 4.059e-04 5.358e-04 3.976e-04 1.648e-03 3.141e-03 2.773e-03 
 0.11475 12.535 1.784 8.896e-04 1.555e-12 3.152e-03 2.556e-04 3.955e-04 5.221e-04 3.864e-04 1.623e-03 3.126e-03 2.776e-03 
 0.11516 12.519 1.783 8.927e-04 1.530e-12 3.145e-03 2.472e-04 3.853e-04 5.087e-04 3.754e-04 1.599e-03 3.110e-03 2.779e-03 
 0.11557 12.502 1.781 8.959e-04 1.505e-12 3.137e-03 2.392e-04 3.753e-04 4.956e-04 3.647e-04 1.575e-03 3.094e-03 2.782e-03 
 0.11598 12.486 1.780 8.990e-04 1.480e-12 3.129e-03 2.313e-04 3.656e-04 4.828e-04 3.543e-04 1.551e-03 3.078e-03 2.784e-03 
 0.11639 12.470 1.779 9.022e-04 1.456e-12 3.120e-03 2.237e-04 3.561e-04 4.703e-04 3.442e-04 1.527e-03 3.062e-03 2.786e-03 
 0.11680 12.453 1.778 9.053e-04 1.432e-12 3.112e-03 2.164e-04 3.468e-04 4.580e-04 3.343e-04 1.504e-03 3.045e-03 2.788e-03 
 0.11721 12.437 1.776 9.084e-04 1.409e-12 3.104e-03 2.092e-04 3.377e-04 4.461e-04 3.247e-04 1.481e-03 3.029e-03 2.790e-03 
 0.11762 12.421 1.775 9.114e-04 1.386e-12 3.095e-03 2.023e-04 3.288e-04 4.344e-04 3.153e-04 1.458e-03 3.013e-03 2.792e-03 
 0.11803 12.404 1.774 9.145e-04 1.363e-12 3.086e-03 1.956e-04 3.201e-04 4.230e-04 3.062e-04 1.435e-03 2.996e-03 2.794e-03 
 0.11844 12.388 1.772 9.176e-04 1.341e-12 3.077e-03 1.890e-04 3.117e-04 4.118e-04 2.973e-04 1.413e-03 2.980e-03 2.796e-03 
 0.11885 12.372 1.771 9.206e-04 1.319e-12 3.068e-03 1.827e-04 3.034e-04 4.010e-04 2.886e-04 1.391e-03 2.963e-03 2.797e-03 
 0.11926 12.355 1.770 9.237e-04 1.297e-12 3.059e-03 1.766e-04 2.953e-04 3.903e-04 2.802e-04 1.369e-03 2.946e-03 2.798e-03 
 0.11967 12.339 1.768 9.267e-04 1.275e-12 3.050e-03 1.707e-04 2.874e-04 3.800e-04 2.719e-04 1.347e-03 2.929e-03 2.800e-03 
 0.12008 12.323 1.767 9.297e-04 1.254e-12 3.040e-03 1.649e-04 2.797e-04 3.698e-04 2.639e-04 1.326e-03 2.913e-03 2.801e-03 
 0.12049 12.306 1.766 9.327e-04 1.233e-12 3.030e-03 1.593e-04 2.722e-04 3.599e-04 2.562e-04 1.305e-03 2.896e-03 2.801e-03 
 0.12090 12.290 1.764 9.357e-04 1.213e-12 3.021e-03 1.539e-04 2.649e-04 3.503e-04 2.486e-04 1.284e-03 2.879e-03 2.802e-03 
 0.12131 12.274 1.763 9.386e-04 1.193e-12 3.011e-03 1.487e-04 2.577e-04 3.409e-04 2.412e-04 1.264e-03 2.862e-03 2.803e-03 
 0.12172 12.257 1.762 9.416e-04 1.173e-12 3.001e-03 1.436e-04 2.507e-04 3.317e-04 2.340e-04 1.243e-03 2.844e-03 2.803e-03 
 0.12213 12.241 1.760 9.445e-04 1.153e-12 2.991e-03 1.387e-04 2.439e-04 3.227e-04 2.271e-04 1.223e-03 2.827e-03 2.804e-03 
